id_album|id_artist|name_album|type_album|popularity_album|total_tracks_album|release_date_album|duration_ms_total_album|extract_datetime
61Ba3txRZWfiX6ZTEZlFCV|1Xyo4u8uXC1ZmMpatF05PJ|"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]"|single|64|1|2014-12-23|252226|2024-07-16 08:36:26.726877
0jd24pQ5ueY5rVC4H3jTtC|1Xyo4u8uXC1ZmMpatF05PJ|Wanderlust|single|32|1|2014-06-13|305693|2024-07-16 08:36:26.726877
3SHx7bBQFI4J8QRr6D5cOK|1Xyo4u8uXC1ZmMpatF05PJ|Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]|single|70|1|2014-06-10|242983|2024-07-16 08:36:26.726877
3oUb4a8tU3WBXMnY0efxf8|1Xyo4u8uXC1ZmMpatF05PJ|Wanderlust (Remixes)|single|22|3|2014-05-19|822521|2024-07-16 08:36:26.726877
21L28RGYsJBThdnvVLdG86|47mIJdHORyRerp4os813jD|Hall of Legends: Orchestral Theme|single|39|1|2024-06-17|306503|2024-07-16 08:36:26.726877
45FmQlpIspEOjoK8yGMtaC|47mIJdHORyRerp4os813jD|Lee Sin, the Blind Monk|single|31|1|2024-04-30|243582|2024-07-16 08:36:26.726877
3CpC54hcNhX629RQCxNj2k|47mIJdHORyRerp4os813jD|Skarner, the Primordial Sovereign|single|26|1|2024-04-02|208332|2024-07-16 08:36:26.726877
5lzNwqpKkJPP8sTnZETESo|47mIJdHORyRerp4os813jD|Mi Clan|single|38|1|2024-02-29|138401|2024-07-16 08:36:26.726877
0TtYq1Ni9PBoyxCAkqxuVC|47mIJdHORyRerp4os813jD|Rise (Redux)|single|39|1|2024-02-23|194919|2024-07-16 08:36:26.726877
2qebqrLs9esVTMWZRsztPj|47mIJdHORyRerp4os813jD|Smolder, the Fiery Fledgling|single|21|1|2024-02-05|220743|2024-07-16 08:36:26.726877
7KiawVJTzXPxU7vvtSY5eW|47mIJdHORyRerp4os813jD|Still Here|single|55|1|2024-01-10|252453|2024-07-16 08:36:26.726877
2zrvozRqPgBnoP6TQEoAcg|47mIJdHORyRerp4os813jD|You & Me Makes Us|single|28|1|2023-12-15|176055|2024-07-16 08:36:26.726877
5Zx9StmVS3OxzkncmYqeet|47mIJdHORyRerp4os813jD|REMIX RUMBLE|single|24|2|2023-12-08|404925|2024-07-16 08:36:26.726877
1CNmUDQWcgSdMHm1AAvlCb|47mIJdHORyRerp4os813jD|Hwei, the Visionary|single|29|1|2023-11-21|247058|2024-07-16 08:36:26.726877
1Dk05oKAHWIFyN5kIWlTQ5|47mIJdHORyRerp4os813jD|REMIX RUMBLE (Steve Aoki Remix)|single|37|1|2023-11-20|217807|2024-07-16 08:36:26.726877
1RPJNNRo1WUciegpWfioAc|47mIJdHORyRerp4os813jD|PARANOIA|single|60|1|2023-10-23|198817|2024-07-16 08:36:26.726877
3Nxkgxmb3k1WmVZmM9Klrv|47mIJdHORyRerp4os813jD|Jax, the Grandmaster at Arms|single|27|1|2023-10-10|191612|2024-07-16 08:36:26.726877
0rAaP1OBxVCn2cIUZNjGRs|47mIJdHORyRerp4os813jD|GODS|single|66|1|2023-10-04|220878|2024-07-16 08:36:26.726877
41OWf02MFdHDPMP8439pWP|47mIJdHORyRerp4os813jD|2023 World Championship Theme|single|28|1|2023-09-27|179543|2024-07-16 08:36:26.726877
7765ApGGJnfnzGlhJogAk1|47mIJdHORyRerp4os813jD|Awaken (Re-Jinxed)|single|27|1|2023-09-18|232875|2024-07-16 08:36:26.726877
49NspvgGFWByvBFvlJUBXs|47mIJdHORyRerp4os813jD|Feeding Frenzy (Briar Cinematic Score)|single|18|1|2023-09-13|77343|2024-07-16 08:36:26.726877
44uZINAQ9XdoP06B7f0kGj|47mIJdHORyRerp4os813jD|Briar, the Restrained Hunger (Champion Theme)|single|26|1|2023-09-13|203624|2024-07-16 08:36:26.726877
1mnjzGeXeTprHHnAYgaUOW|47mIJdHORyRerp4os813jD|Orgulho Loco|single|15|1|2023-08-25|178947|2024-07-16 08:36:26.726877
6WtdFxF33VJGO1gy3Gl1Ga|47mIJdHORyRerp4os813jD|Soul Fighter (Original Soundtrack)|single|37|4|2023-07-20|1031645|2024-07-16 08:36:26.726877
5spYqaTtCw3iQloWZl39pe|47mIJdHORyRerp4os813jD|Naafiri, the Hound of a Hundred Bites|single|28|1|2023-07-11|247941|2024-07-16 08:36:26.726877
0TATIDURuDWbpmq54rOzFn|47mIJdHORyRerp4os813jD|Shine On|single|37|1|2023-06-21|232105|2024-07-16 08:36:26.726877
1TQixSycaewYgRle3lhi7v|47mIJdHORyRerp4os813jD|Inkshadow (Skin Theme)|single|18|2|2023-05-05|404209|2024-07-16 08:36:26.726877
2iv4BH1w4P2vpiRZq3V9rj|47mIJdHORyRerp4os813jD|Rules (Are Meant to Break)|single|33|1|2023-04-21|181470|2024-07-16 08:36:26.726877
69KDvNwoa7ZXQ4bMD5tD1v|47mIJdHORyRerp4os813jD|Faerie Court (Skin Theme)|single|12|1|2023-03-23|181709|2024-07-16 08:36:26.726877
0Kzrfayq3c9nMgdEqAtu8P|47mIJdHORyRerp4os813jD|Milio, the Gentle Flame (Champion Theme)|single|20|1|2023-03-04|253500|2024-07-16 08:36:26.726877
37Thpk8KQrCEZ79JgCCNao|47mIJdHORyRerp4os813jD|Ahri, the Nine-Tailed Fox|single|9|1|2023-02-06|192072|2024-07-16 08:36:26.726877
6wAm578ioRZw8y0xMKVD0c|47mIJdHORyRerp4os813jD|Lunar Revel 2023 (Event Theme)|single|18|1|2023-01-13|228500|2024-07-16 08:36:26.726877
4kkVRXOq9niHssmbGIVFA1|47mIJdHORyRerp4os813jD|Winterblessed - 2022 (Skins Theme)|single|19|1|2022-12-06|231739|2024-07-16 08:36:26.726877
3paDLhfClvggTwjfFegDVu|47mIJdHORyRerp4os813jD|Predator (World Ender Remix)|single|28|1|2022-11-29|175927|2024-07-16 08:36:26.726877
08p2QOYsw4JVXHs6eLfYR2|47mIJdHORyRerp4os813jD|Predator (World Ender Remix)|single|9|1|2022-11-29|175927|2024-07-16 08:36:26.726877
3m9CAgrE2Zzv0oYDlCl2Sr|47mIJdHORyRerp4os813jD|Fire to the Fuse|single|15|1|2022-11-05|224169|2024-07-16 08:36:26.726877
1UjcGxBUSjEc3T4uvrLNSG|47mIJdHORyRerp4os813jD|K'Sante, the Pride of Nazumah|single|6|1|2022-10-18|257812|2024-07-16 08:36:26.726877
4kJhEHkg1ggweXBa45GhPf|47mIJdHORyRerp4os813jD|2022 World Championship Theme|single|23|1|2022-09-07|205500|2024-07-16 08:36:26.726877
3MnKqpMwBhVhrfN8XTCgPq|47mIJdHORyRerp4os813jD|Awakened|single|28|1|2022-08-27|253467|2024-07-16 08:36:26.726877
3nrCQoViojXGTIjGYwxibN|47mIJdHORyRerp4os813jD|Udyr, the Spirit Walker|single|18|1|2022-08-08|212572|2024-07-16 08:36:26.726877
0j4PaZDmzAJ4PlS89zcHbW|47mIJdHORyRerp4os813jD|Everything Goes On|single|52|1|2022-07-14|202821|2024-07-16 08:36:26.726877
30OmK1o4yVSMFYAFnt1n5O|47mIJdHORyRerp4os813jD|Nilah, the Joy Unbound|single|20|1|2022-07-13|197760|2024-07-16 08:36:26.726877
3bxxma5xoyxqMaE3l4YHl5|47mIJdHORyRerp4os813jD|Star Guardian 2022 (Official Orchestral Theme)|single|29|1|2022-06-21|309289|2024-07-16 08:36:26.726877
4OQdKVAlxH71vOpm66E2NB|47mIJdHORyRerp4os813jD|Bel'Veth, the Empress of the Void|single|17|1|2022-05-22|236737|2024-07-16 08:36:26.726877
1dvFlkLfxQ9NsmZ61FUO4W|47mIJdHORyRerp4os813jD|Set It Off|single|36|1|2022-05-02|150906|2024-07-16 08:36:26.726877
1knbbalCc0YwHpCZuEWMp1|47mIJdHORyRerp4os813jD|Drop the villain|single|6|1|2022-03-04|149379|2024-07-16 08:36:26.726877
6QibxvYlCjZr4GmzO4EB2d|47mIJdHORyRerp4os813jD|Renata Glasc, the Chem-Baroness|single|20|1|2022-02-16|179294|2024-07-16 08:36:26.726877
5Cco6XUss3Ws0CMyPUaLOQ|47mIJdHORyRerp4os813jD|Zeri, the Spark of Zaun|single|35|1|2022-01-20|213362|2024-07-16 08:36:26.726877
3BVfTkW4TUgbDZjebiNybz|47mIJdHORyRerp4os813jD|Porcelain - 2022|single|19|1|2022-01-19|240214|2024-07-16 08:36:26.726877
5cjMwrHxN5kcvVTVfBntNV|47mIJdHORyRerp4os813jD|The Call|single|49|1|2022-01-07|222838|2024-07-16 08:36:26.726877
2mwGEdmUVr7RjkDlxzjRzJ|47mIJdHORyRerp4os813jD|When Everything Went Wrong (from the series Arcane League of Legends)|single|4|1|2021-11-20|193095|2024-07-16 08:36:26.726877
4UhhAzmY6tSTfmSqdhOttH|47mIJdHORyRerp4os813jD|Guns for Hire (From the series Arcane League of Legends)|single|45|1|2021-11-13|226460|2024-07-16 08:36:26.726877
73R7KvHJv47usynIkosEeL|47mIJdHORyRerp4os813jD|Dirty Little Animals (From the series Arcane League of Legends)|single|8|1|2021-11-13|205188|2024-07-16 08:36:26.726877
118EoTgIkMLl9fcutZfgaq|47mIJdHORyRerp4os813jD|Playground (from the series Arcane League of Legends)|single|52|1|2021-11-05|230525|2024-07-16 08:36:26.726877
0AVg3b9aPqPsyXDgR6E2fV|47mIJdHORyRerp4os813jD|Our Love (From the series Arcane League of Legends)|single|37|1|2021-11-05|218248|2024-07-16 08:36:26.726877
4IqXRlsnNgkhuQMrdrtoxY|47mIJdHORyRerp4os813jD|Goodbye (from the series Arcane League of Legends)|single|48|1|2021-11-05|230985|2024-07-16 08:36:26.726877
6hGiQ41BJyM42iZXaUz1xr|47mIJdHORyRerp4os813jD|Caitlyn, the Sheriff of Piltover (Piano Arrangement)|single|5|1|2021-10-30|243000|2024-07-16 08:36:26.726877
4KjIcWNIJmXjrqomRb3Nm1|47mIJdHORyRerp4os813jD|Caitlyn, the Sheriff of Piltover|single|22|1|2021-10-30|180227|2024-07-16 08:36:26.726877
2Y9Kal9IDz6JphsCfY6GzG|47mIJdHORyRerp4os813jD|Enemy (from the series Arcane League of Legends)|single|62|1|2021-10-27|173381|2024-07-16 08:36:26.726877
2kEHeUZMk5233sYuvw7oi8|47mIJdHORyRerp4os813jD|Dragonmancer - 2021|single|15|1|2021-10-21|175981|2024-07-16 08:36:26.726877
3SDmDz6RgolGmiUtgooCvv|47mIJdHORyRerp4os813jD|Burn It All Down (Denzel Curry Remix)|single|25|1|2021-10-19|215121|2024-07-16 08:36:26.726877
3n2iHMkiqWnu3dG374UgOF|47mIJdHORyRerp4os813jD|Burn It All Down (CIFIKA Remix)|single|6|1|2021-10-19|302933|2024-07-16 08:36:26.726877
6uTb8cmnnjdjava05Z3MVc|47mIJdHORyRerp4os813jD|Burn It All Down (Besomorph Remix)|single|25|1|2021-10-19|155231|2024-07-16 08:36:26.726877
5naDVIaa86uI8sLdEJrTko|47mIJdHORyRerp4os813jD|Burn It All Down|single|53|1|2021-09-28|201840|2024-07-16 08:36:26.726877
2shMINfI1uUo4abu2KT7k7|47mIJdHORyRerp4os813jD|Vex, the Gloomist|single|17|1|2021-09-23|219055|2024-07-16 08:36:26.726877
3Qxg5Ez4cVkRu4ITsDDgbD|47mIJdHORyRerp4os813jD|2021 World Championship Theme|single|20|1|2021-09-20|205866|2024-07-16 08:36:26.726877
2FZhiOPC6ZcuUCI4zQOQs2|47mIJdHORyRerp4os813jD|Rebirth|single|23|1|2021-09-03|189090|2024-07-16 08:36:26.726877
7Fc7u34E5XmpfDkzAKi0MT|47mIJdHORyRerp4os813jD|Coven - 2021|single|17|1|2021-08-12|182530|2024-07-16 08:36:26.726877
5oHj52QzuYcrAG83PYhZGZ|47mIJdHORyRerp4os813jD|Akshan, the Rogue Sentinel|single|17|1|2021-07-22|228400|2024-07-16 08:36:26.726877
03N6RNSxTzJanjf1h0nDQ8|47mIJdHORyRerp4os813jD|Sentinels of Light - 2021|single|12|1|2021-07-08|196825|2024-07-16 08:36:26.726877
3iFnr89xRSX4QgnOruiCk7|47mIJdHORyRerp4os813jD|Fate of Demacia|single|8|1|2021-06-19|110580|2024-07-16 08:36:26.726877
1SspOOm1VObgDLB4TjrbFP|47mIJdHORyRerp4os813jD|Dr. Mundo, the Madman of Zaun|single|13|1|2021-06-09|199789|2024-07-16 08:36:26.726877
769JF4KV1o5qcfkCz2fB7x|47mIJdHORyRerp4os813jD|PROJECT - 2021|single|17|1|2021-05-12|264000|2024-07-16 08:36:26.726877
3zw7Q4NV7QJxFjSY3QnBgX|47mIJdHORyRerp4os813jD|Starts Right Here|single|39|1|2021-04-27|185088|2024-07-16 08:36:26.726877
6NAgTq0Wn36o0Yg3RioBq1|47mIJdHORyRerp4os813jD|Gwen, the Hallowed Seamstress|single|26|1|2021-04-15|216666|2024-07-16 08:36:26.726877
3usZ7im5mkX0BSZW4iQO2j|47mIJdHORyRerp4os813jD|Space Groove - 2021|single|20|1|2021-04-01|247920|2024-07-16 08:36:26.726877
5AtfZWSiWYYmrfQYaHrGDt|47mIJdHORyRerp4os813jD|Lunar Beasts - 2021|single|14|1|2021-02-02|209970|2024-07-16 08:36:26.726877
707pctLdoGilCRrydHi5Ea|47mIJdHORyRerp4os813jD|Viego, the Ruined King|single|23|1|2021-01-25|266662|2024-07-16 08:36:26.726877
5LLDxom9saLWlpX7JOg9Pc|47mIJdHORyRerp4os813jD|"Lunar Beats | Club 2 Arena Theme - Teamfight Tactics"|single|13|1|2021-01-19|221718|2024-07-16 08:36:26.726877
0h4zde0cxK8qD7Zd3f77Nu|47mIJdHORyRerp4os813jD|Run It|single|37|1|2020-12-11|217333|2024-07-16 08:36:26.726877
5da9FAiyM916X3X82j4IRT|47mIJdHORyRerp4os813jD|Rell, the Iron Maiden|single|31|1|2020-12-10|290394|2024-07-16 08:36:26.726877
0c0PO6CezWV1WuUpxquUi4|47mIJdHORyRerp4os813jD|Battle Queens - 2020|single|25|1|2020-12-10|253000|2024-07-16 08:36:26.726877
4C4R2RGv446YfoWhIz3i8O|47mIJdHORyRerp4os813jD|Seraphine, the Starry-Eyed Songstress|single|33|1|2020-10-30|277674|2024-07-16 08:36:26.726877
1TnyELScyX38dXqyil7IT9|47mIJdHORyRerp4os813jD|Take Over (ford. Remix)|single|20|1|2020-10-15|185600|2024-07-16 08:36:26.726877
1ZoJtdRWDhEA6je5sASGCE|47mIJdHORyRerp4os813jD|Samira, the Desert Rose|single|21|1|2020-09-21|197687|2024-07-16 08:36:26.726877
746kCUpkRofCTYBupy2grd|47mIJdHORyRerp4os813jD|Take Over|single|51|1|2020-09-17|213853|2024-07-16 08:36:26.726877
0fGucHnQoH2IaR7CEQCtFK|47mIJdHORyRerp4os813jD|2020 World Championship Theme|single|27|1|2020-09-10|163500|2024-07-16 08:36:26.726877
1hxbQpGRFTw1EQxAcVdv40|47mIJdHORyRerp4os813jD|PsyOps - 2020|single|16|1|2020-08-31|249186|2024-07-16 08:36:26.726877
6zqIw22RVYnO6eZRZ4GgWG|47mIJdHORyRerp4os813jD|Yone, the Unforgotten|single|25|1|2020-08-07|218250|2024-07-16 08:36:26.726877
0yVInpYVYqKdVg09B5P9CL|47mIJdHORyRerp4os813jD|Lillia, the Bashful Bloom|single|21|1|2020-07-23|205469|2024-07-16 08:36:26.726877
76VWvyYXtwPv3gX2gVOR8z|47mIJdHORyRerp4os813jD|Volibear, the Relentless Storm|single|35|1|2020-05-12|198400|2024-07-16 08:36:26.726877
22NzYcf4FDSQfxb63Vznbj|47mIJdHORyRerp4os813jD|Fiddlesticks, the Harbinger of Doom|single|29|1|2020-03-14|149104|2024-07-16 08:36:26.726877
4ZIA8L426fvPLvEBCh6Wt5|47mIJdHORyRerp4os813jD|Sett, the Boss|single|28|1|2020-01-14|155886|2024-07-16 08:36:26.726877
0ytK0unUhIq7RnkKlu6Nab|47mIJdHORyRerp4os813jD|Aphelios, the Weapon of the Faithful|single|37|1|2020-01-13|241157|2024-07-16 08:36:26.726877
43AvhvH7KNoV7ZoyNLOKRZ|47mIJdHORyRerp4os813jD|Senna, the Redeemer|single|21|1|2020-01-12|230428|2024-07-16 08:36:26.726877
0uyb1O2aodxewxYrAHzqIn|47mIJdHORyRerp4os813jD|Warriors|single|58|1|2020-01-10|204586|2024-07-16 08:36:26.726877
6pqbc6781kbecfTz1YH4p4|47mIJdHORyRerp4os813jD|Start It Up|single|25|1|2019-11-29|168333|2024-07-16 08:36:26.726877
5KLEqm9NA06pZWMsXh0uRv|47mIJdHORyRerp4os813jD|Phoenix (1788-L Remix)|single|13|1|2019-11-05|220000|2024-07-16 08:36:26.726877
25ECm9FANP3tJuycJYRYBJ|47mIJdHORyRerp4os813jD|Phoenix (Carpenter Brut Remix)|single|27|1|2019-10-30|213333|2024-07-16 08:36:26.726877
2pqyfCrR699HY5duBGYCeD|47mIJdHORyRerp4os813jD|Phoenix (Blanke Remix)|single|26|1|2019-10-28|208571|2024-07-16 08:36:26.726877
6IatiP8DCUD2ps9KvocWgA|47mIJdHORyRerp4os813jD|Phoenix|single|57|1|2019-10-08|197633|2024-07-16 08:36:26.726877
45U2AUUP2h8btm3ihwIIaf|47mIJdHORyRerp4os813jD|2019 World Championship Theme|single|21|1|2019-09-19|159750|2024-07-16 08:36:26.726877
01L3l6bMt4wSX8fK3F9yKn|47mIJdHORyRerp4os813jD|Bring Home The Glory|single|40|1|2019-04-18|179216|2024-07-16 08:36:26.726877
0faLimwDSn0fF0Y0fahCd1|47mIJdHORyRerp4os813jD|Awaken|single|52|1|2019-01-22|198187|2024-07-16 08:36:26.726877
37oJeFrM7hqALxxEKRJiC7|47mIJdHORyRerp4os813jD|Raise Up The Lights (2018 All-Star Event)|single|31|1|2018-11-23|171998|2024-07-16 08:36:26.726877
6T0ad5bgbZiFZkt6aqxGo4|47mIJdHORyRerp4os813jD|RISE (Remix)|single|40|1|2018-10-24|191864|2024-07-16 08:36:26.726877
6sGWFXm5IKtTBMFdIhNB9C|47mIJdHORyRerp4os813jD|RISE|single|61|1|2018-09-28|192881|2024-07-16 08:36:26.726877
3HAkTVlu3ZI7TkhNfVIWOc|47mIJdHORyRerp4os813jD|2018 World Championship Theme|single|17|1|2018-09-25|193192|2024-07-16 08:36:26.726877
5ZL3ymtgHC45oqnpq4ZERI|47mIJdHORyRerp4os813jD|2017 World Championship Theme|single|15|1|2018-09-24|145393|2024-07-16 08:36:26.726877
4yj7V09Ios4viVvBqfq4qM|47mIJdHORyRerp4os813jD|2018 Rift Rivals Theme|single|18|1|2018-06-29|142758|2024-07-16 08:36:26.726877
4ZMCcVLbT22fpgBKX69uVG|47mIJdHORyRerp4os813jD|2018 Mid-Season Invitational Theme (feat. Danger)|single|12|1|2018-04-25|142439|2024-07-16 08:36:26.726877
6y5l29MxcOLc81sT9CFRl0|47mIJdHORyRerp4os813jD|2017 Mid-Season Invitational Theme|single|7|1|2018-04-25|130022|2024-07-16 08:36:26.726877
42ErOYPtu6lYbsbGkh9JO5|47mIJdHORyRerp4os813jD|As We Fall|single|45|1|2017-12-01|189644|2024-07-16 08:36:26.726877
30gnisiaho0Y6KRWJ7gIaA|47mIJdHORyRerp4os813jD|Legends Never Die|single|66|1|2017-09-15|235000|2024-07-16 08:36:26.726877
25DYEijVSAPC4w9R1BxtsS|47mIJdHORyRerp4os813jD|Burning Bright|single|37|1|2016-10-10|187805|2024-07-16 08:36:26.726877
0FYWdEU2VbMEmAOl0VkSX5|47mIJdHORyRerp4os813jD|Bit Rush: Arcade Ahri|single|17|1|2016-09-06|171899|2024-07-16 08:36:26.726877
4BagPWe4saVlmkjShbNZBB|47mIJdHORyRerp4os813jD|2016 World Championship Theme|single|23|1|2016|195796|2024-07-16 08:36:26.726877
2ApE3OBuhc9I5M22k0aUVS|47mIJdHORyRerp4os813jD|2016 Mid-Season Invitational Theme|single|11|1|2016|146000|2024-07-16 08:36:26.726877
3UNDTCRbmguMxaPzcNpbSn|47mIJdHORyRerp4os813jD|Worlds Collide|single|45|1|2015-09-24|216308|2024-07-16 08:36:26.726877
2DsGDmqW5fPd4YnOl0k7Am|47mIJdHORyRerp4os813jD|Bit Rush|single|20|1|2015-08-20|151764|2024-07-16 08:36:26.726877
6KjYhFmoC1TQNxAGNIMWEg|47mIJdHORyRerp4os813jD|Welcome to Planet Urf|single|27|1|2015-04-01|134941|2024-07-16 08:36:26.726877
3GSEVlHrbrQbKSP4ozWzx8|5he5w2lnU9x7JFhnwcekXX|Push|single|60|1|2024-05-24|185244|2024-07-16 08:36:26.726877
7pLqwqHzVfu62xso8Dpn40|5he5w2lnU9x7JFhnwcekXX|TAKA|single|53|1|2024-03-22|174375|2024-07-16 08:36:26.726877
6Rg6yUy37Cb6Y1JeTRQv4Y|5he5w2lnU9x7JFhnwcekXX|Pepper|single|50|1|2023-10-13|148965|2024-07-16 08:36:26.726877
7rty6S4IzzigIfDhVmUDV3|5he5w2lnU9x7JFhnwcekXX|Yo Fam!|single|32|1|2023-09-08|161111|2024-07-16 08:36:26.726877
0K5ljicneNOkdgx2rNxYBv|5he5w2lnU9x7JFhnwcekXX|Badders|single|44|1|2023-08-18|167172|2024-07-16 08:36:26.726877
2mxzA7momOeBvCyKDgZRIb|5he5w2lnU9x7JFhnwcekXX|Fine Day Anthem|single|60|1|2023-07-07|193690|2024-07-16 08:36:26.726877
7J7redEXgOUEsUBXukhkUF|5he5w2lnU9x7JFhnwcekXX|Baby again..|single|54|1|2023-03-17|319963|2024-07-16 08:36:26.726877
6RNZvHsMTYO6hUxjPSuJuq|5he5w2lnU9x7JFhnwcekXX|Tears|single|18|1|2023-02-15|185571|2024-07-16 08:36:26.726877
2mq6pWHf3xVcOMVPL9MvAI|5he5w2lnU9x7JFhnwcekXX|TOO BIZARRE (juked)|single|15|1|2023-02-15|208687|2024-07-16 08:36:26.726877
0CdZ94G16wjdnmXtzCjqZ9|5he5w2lnU9x7JFhnwcekXX|Summertime|single|26|1|2023-02-15|131162|2024-07-16 08:36:26.726877
5L22MZNMVgn4FKAdoKqIAA|5he5w2lnU9x7JFhnwcekXX|Still Here (with the ones that I came with)|single|21|1|2023-02-15|312461|2024-07-16 08:36:26.726877
2lV2NujhE0zRiKDxheK0bP|5he5w2lnU9x7JFhnwcekXX|Selecta|single|14|1|2023-02-15|190476|2024-07-16 08:36:26.726877
1Gjfloocho6vjWqkxhW6L4|5he5w2lnU9x7JFhnwcekXX|RATATA|single|47|1|2023-02-15|126774|2024-07-16 08:36:26.726877
4yYqUO0cFgEEDDtU0tezet|5he5w2lnU9x7JFhnwcekXX|Painting Rainbows|single|10|1|2023-02-15|195157|2024-07-16 08:36:26.726877
6WzfZTWEVpRV9IDr5ZKU4D|5he5w2lnU9x7JFhnwcekXX|Mixed Signals|single|12|1|2023-02-15|166629|2024-07-16 08:36:26.726877
4PgKGF2Ey6keEkcbqGpAGv|5he5w2lnU9x7JFhnwcekXX|Inhale Exhale|single|20|1|2023-02-15|205241|2024-07-16 08:36:26.726877
0tJ32PD9EmnsZcENDTrZm2|5he5w2lnU9x7JFhnwcekXX|Hydrate|single|15|1|2023-02-15|216000|2024-07-16 08:36:26.726877
3KQPsokQOie0O8abediADg|5he5w2lnU9x7JFhnwcekXX|Good Space|single|14|1|2023-02-15|132098|2024-07-16 08:36:26.726877
3gRrXgj7g9aA0VjmwRn3Pt|5he5w2lnU9x7JFhnwcekXX|Don’t Leave Me Like This|single|8|1|2023-02-15|102400|2024-07-16 08:36:26.726877
7i2dlWHmeBy668lrVrQJqP|5he5w2lnU9x7JFhnwcekXX|Ceremony|single|29|1|2023-02-15|192000|2024-07-16 08:36:26.726877
2WLREjBZeISIQwaHJhAA6t|5he5w2lnU9x7JFhnwcekXX|Bad For Me|single|17|1|2023-02-15|173465|2024-07-16 08:36:26.726877
1GgKzD2GEip3NeSkY2JHgI|5he5w2lnU9x7JFhnwcekXX|A Street I Know|single|10|1|2023-02-15|215172|2024-07-16 08:36:26.726877
1l6nlMM02bCKCkDQTifO8p|5he5w2lnU9x7JFhnwcekXX|3am|single|14|1|2023-02-15|206516|2024-07-16 08:36:26.726877
7y03BXt9jGpDHvQ01knCXE|5he5w2lnU9x7JFhnwcekXX|Don’t Get Too Close|single|17|1|2023-02-13|244285|2024-07-16 08:36:26.726877
6dIRD8FVDLGmA0AoxYEOeA|5he5w2lnU9x7JFhnwcekXX|XENA|single|32|1|2023-02-02|251586|2024-07-16 08:36:26.726877
2ca6O7zmxeX5eqSNZPDdzJ|5he5w2lnU9x7JFhnwcekXX|Real Spring|single|30|1|2023-01-26|129229|2024-07-16 08:36:26.726877
2U5XHV8AMBojtjxB6AWP6U|5he5w2lnU9x7JFhnwcekXX|Leave Me Like This|single|39|1|2023-01-18|188571|2024-07-16 08:36:26.726877
01VCnhIMf2hE6FePTapW54|5he5w2lnU9x7JFhnwcekXX|Way Back|single|36|1|2023-01-05|119314|2024-07-16 08:36:26.726877
6YVJQPJNzHbqgBblpMSPUi|5he5w2lnU9x7JFhnwcekXX|Rumble|single|54|1|2023-01-04|146571|2024-07-16 08:36:26.726877
25jRFoehkYu4l4eYkIaXco|5he5w2lnU9x7JFhnwcekXX|Torture Me (feat. Skrillex)|single|36|1|2022-12-02|113493|2024-07-16 08:36:26.726877
2o6N8ArPsMpxrkhEEh0hIh|5he5w2lnU9x7JFhnwcekXX|Horizon (with Noisia)|single|32|2|2022-05-12|527490|2024-07-16 08:36:26.726877
76HLs4wSTOuCNwcGl4dycr|5he5w2lnU9x7JFhnwcekXX|Don’t Go (with Justin Bieber & Don Toliver)|single|49|1|2021-08-20|168253|2024-07-16 08:36:26.726877
5Tb0I67ArZ6gI4tXJVIJ3h|5he5w2lnU9x7JFhnwcekXX|En Mi Cuarto|single|49|1|2021-07-30|196586|2024-07-16 08:36:26.726877
2M7g0SNXnSq7j5BgYJYJsl|5he5w2lnU9x7JFhnwcekXX|In Da Getto|single|57|1|2021-07-02|131065|2024-07-16 08:36:26.726877
3KpWkFQMXb7sph4xWuHQ5m|5he5w2lnU9x7JFhnwcekXX|Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]|single|50|1|2021-06-10|167253|2024-07-16 08:36:26.726877
0c7bLm2cqhAWQ4BhovOUdm|5he5w2lnU9x7JFhnwcekXX|Too Bizarre (with Swae Lee & Siiickbrain)|single|36|1|2021-05-13|158733|2024-07-16 08:36:26.726877
1j2uX2CKl8szGRxKqsXOfm|5he5w2lnU9x7JFhnwcekXX|Butterflies|single|37|1|2021-05-10|195937|2024-07-16 08:36:26.726877
1smTOWw543bigqIoxlC8X6|5he5w2lnU9x7JFhnwcekXX|Midnight Hour with Boys Noize & Ty Dolla $ign (Remixes)|single|20|4|2019-12-20|1323449|2024-07-16 08:36:26.726877
6vNnhRIPvolGilILjPma9R|5he5w2lnU9x7JFhnwcekXX|Midnight Hour with Boys Noize & Ty Dolla $ign (Four Tet Remix)|single|15|1|2019-12-13|277873|2024-07-16 08:36:26.726877
65Xj1lewlRP7RB5LiCeNBV|5he5w2lnU9x7JFhnwcekXX|Midnight Hour with Boys Noize & Ty Dolla $ign|single|37|1|2019-08-29|198839|2024-07-16 08:36:26.726877
4nr1Ih1dxl0fchKrre5Kel|5he5w2lnU9x7JFhnwcekXX|Malokera (feat. Ludmilla, Ty Dolla $ign)|single|31|1|2019-08-09|194198|2024-07-16 08:36:26.726877
6xKK037rfCf2f6gf30SpvL|5he5w2lnU9x7JFhnwcekXX|Show Tracks|single|44|2|2019-07-19|325771|2024-07-16 08:36:26.726877
