id_album|id_artist|name_album|type_album|popularity_album|total_tracks_album|release_date_album|duration_ms_total_album|extract_datetime
1aoWxOWHJNG1VPpJZwpYl2|3AA28KZvwAUcZuOKwyblJQ|Cracker Island (Deluxe)|album|59|15|2023-02-27|3201194|2024-07-16 08:36:26.726877
4wtZQMNTC1O79kDxMBsEan|3AA28KZvwAUcZuOKwyblJQ|Cracker Island|album|67|10|2023-02-24|2249194|2024-07-16 08:36:26.726877
5I9K0u8r52jp4Y2bF8mOaz|3AA28KZvwAUcZuOKwyblJQ|Song Machine, Season One: Strange Timez (Deluxe)|album|61|17|2020-10-23|3907772|2024-07-16 08:36:26.726877
1amYhlukNF8WdaQC3gKkgL|3AA28KZvwAUcZuOKwyblJQ|The Now Now|album|64|11|2018-06-29|2447850|2024-07-16 08:36:26.726877
0NvirtaDCaZU5PAW1O5FDE|3AA28KZvwAUcZuOKwyblJQ|Humanz (Deluxe)|album|70|26|2017-04-28|4151469|2024-07-16 08:36:26.726877
0J3u0IeHzuymSz7v934vrd|3AA28KZvwAUcZuOKwyblJQ|Demon Days Live at the Manchester Opera House|album|38|17|2011-11-25|3980527|2024-07-16 08:36:26.726877
2dIGnmEIy1WZIcZCFSj6i8|3AA28KZvwAUcZuOKwyblJQ|Plastic Beach|album|76|16|2010-03-03|3413486|2024-07-16 08:36:26.726877
5jJGGsAztgUEXUHHZ2zrah|3AA28KZvwAUcZuOKwyblJQ|The Fall|album|50|15|2010|2606686|2024-07-16 08:36:26.726877
2w4tLG1JH25BysuILfkI0x|3AA28KZvwAUcZuOKwyblJQ|D-Sides [Special Edition]|album|42|23|2007-11-19|7434463|2024-07-16 08:36:26.726877
0pdYY0CHFRVFLBZEPEKTMZ|3AA28KZvwAUcZuOKwyblJQ|D-Sides|album|48|22|2007-11-19|7037517|2024-07-16 08:36:26.726877
0bUTHlWbkSQysoM3VsWldT|3AA28KZvwAUcZuOKwyblJQ|Demon Days|album|80|15|2005-05-23|3102755|2024-07-16 08:36:26.726877
0yPLNfI8WPJWFoJugr0KAv|3AA28KZvwAUcZuOKwyblJQ|Laika Come Home|album|38|12|2002-07-01|4574422|2024-07-16 08:36:26.726877
4tUxQkrduOE8sfgwJ5BI2F|3AA28KZvwAUcZuOKwyblJQ|Gorillaz|album|70|17|2001-03-26|3880901|2024-07-16 08:36:26.726877
46FF9KeHjvIt8xjm2JwJ8I|5dCpFeKxLbycrnsjWZjha8|Fairuz|album|19|10|2022-10-20|2320129|2024-07-16 08:36:26.726877
0J0S6tESTUX4ePm82lsqJc|5dCpFeKxLbycrnsjWZjha8|Rookie (Remastered)|album|16|8|2014-11-30|1633213|2024-07-16 08:36:26.726877
0VV4tdDpvO7iPwV8zhei9h|5dCpFeKxLbycrnsjWZjha8|Feeding The Lions (Remastered)|album|9|8|2013-04-12|1607213|2024-07-16 08:36:26.726877
2LOInpXsmaJuaND5bRRE4J|5dCpFeKxLbycrnsjWZjha8|Curses From Past Times (Remastered)|album|30|11|2011-11-20|2750568|2024-07-16 08:36:26.726877
35dut3ICqF3NEDkjxfzJJ1|1Xyo4u8uXC1ZmMpatF05PJ|Starboy (Deluxe)|album|72|21|2023-03-14|4815615|2024-07-16 08:36:26.726877
1OARrXe5sB0gyy3MhQ8h92|1Xyo4u8uXC1ZmMpatF05PJ|Live At SoFi Stadium|album|62|31|2023-03-03|5723056|2024-07-16 08:36:26.726877
12INlMsFtBjyehNnawBv36|1Xyo4u8uXC1ZmMpatF05PJ|Dawn FM (Alternate World)|album|59|24|2022-01-07|4851784|2024-07-16 08:36:26.726877
2nLOHgzXzwFEpl62zAgCEC|1Xyo4u8uXC1ZmMpatF05PJ|Dawn FM|album|80|16|2022-01-06|3109136|2024-07-16 08:36:26.726877
742eAldb4AJKLoPgJhGRE7|1Xyo4u8uXC1ZmMpatF05PJ|After Hours (Deluxe)|album|61|18|2020-03-20|4123314|2024-07-16 08:36:26.726877
4yP0hdKOZPNshxUOjY0cZj|1Xyo4u8uXC1ZmMpatF05PJ|After Hours|album|87|14|2020-03-20|3377568|2024-07-16 08:36:26.726877
4qZBW3f2Q8y0k1A84d4iAO|1Xyo4u8uXC1ZmMpatF05PJ|My Dear Melancholy,|album|81|7|2018-03-30|1536183|2024-07-16 08:36:26.726877
2ODvWsOgouMbaA5xf0RkJe|1Xyo4u8uXC1ZmMpatF05PJ|Starboy|album|87|18|2016-11-25|4116074|2024-07-16 08:36:26.726877
0P3oVJBFOv3TDXlYRhGL7s|1Xyo4u8uXC1ZmMpatF05PJ|Beauty Behind The Madness|album|84|14|2015-08-28|3912796|2024-07-16 08:36:26.726877
6wRev1uYL0JsMsWqktJuVi|1Xyo4u8uXC1ZmMpatF05PJ|Kiss Land (Deluxe)|album|55|12|2013-09-10|3898463|2024-07-16 08:36:26.726877
3hhDpPtCFuQbppwYgsVhMO|1Xyo4u8uXC1ZmMpatF05PJ|Kiss Land|album|60|10|2013-09-10|3339917|2024-07-16 08:36:26.726877
2XGEyGU76kj55OdHWynX0S|1Xyo4u8uXC1ZmMpatF05PJ|Trilogy|album|65|30|2012-11-13|9594945|2024-07-16 08:36:26.726877
04hy4jb1GDD00otiwzsFUB|1Xyo4u8uXC1ZmMpatF05PJ|Echoes Of Silence (Original)|album|58|9|2011-12-21|2747876|2024-07-16 08:36:26.726877
6F87lH0I09qlrzvCCKc7lz|1Xyo4u8uXC1ZmMpatF05PJ|Thursday (Original)|album|59|9|2011-08-18|3019416|2024-07-16 08:36:26.726877
7zCODUHkfuRxsUjtuzNqbd|1Xyo4u8uXC1ZmMpatF05PJ|House Of Balloons (Original)|album|77|9|2011-03-21|2963231|2024-07-16 08:36:26.726877
2cemTfQCrehWyWsvcttzWi|47mIJdHORyRerp4os813jD|Inkborn Fables (Original Soundtrack from Teamfight Tactics Set 11)|album|39|13|2024-05-14|1385051|2024-07-16 08:36:26.726877
0MH5waArFmz3ipOISR7ViT|47mIJdHORyRerp4os813jD|REMIX RUMBLE (Original Soundtrack from Teamfight Tactics Set 10)|album|45|29|2023-12-10|5286684|2024-07-16 08:36:26.726877
3GsCkaTW7YYmcy0RtR1OJq|47mIJdHORyRerp4os813jD|Runeterra Reforged (Original Soundtrack)|album|23|9|2023-06-13|1802262|2024-07-16 08:36:26.726877
0lt1kbCzhh0KgKLQrZauSz|47mIJdHORyRerp4os813jD|CONVERGENCE: A League of Legends Story (Original Soundtrack)|album|27|47|2023-05-31|7865401|2024-07-16 08:36:26.726877
0ys87uqKvKCY8QfR0apcyY|47mIJdHORyRerp4os813jD|The Mageseeker: A League of Legends Story (Official Soundtrack)|album|28|56|2023-04-18|10282538|2024-07-16 08:36:26.726877
5a3R3wxx4SURufgfrgxwdV|47mIJdHORyRerp4os813jD|Sessions: Star Guardian Taliyah|album|42|29|2022-07-11|5677265|2024-07-16 08:36:26.726877
524MIbuattv09j7FW5NVu2|47mIJdHORyRerp4os813jD|Sessions: Diana|album|44|43|2021-12-10|6939991|2024-07-16 08:36:26.726877
0jV32pIk8l3vTaU3thTaW2|47mIJdHORyRerp4os813jD|Arcane League of Legends (Soundtrack from the Animated Series)|album|36|11|2021-11-20|2220504|2024-07-16 08:36:26.726877
74xyQczqTw73smMtY0FHVE|47mIJdHORyRerp4os813jD|Arcane League of Legends (Original Score from Act 3 of the Animated Series)|album|40|33|2021-11-15|3496044|2024-07-16 08:36:26.726877
2JM5jDuSkkjpjJn4Dxymew|47mIJdHORyRerp4os813jD|Arcane League of Legends (Original Score from Act 2 of the Animated Series)|album|42|28|2021-11-08|2807216|2024-07-16 08:36:26.726877
36O80DdzP2pUvkPuKqmJ6H|47mIJdHORyRerp4os813jD|Arcane League of Legends (Original Score from Act 1 of the Animated Series)|album|43|29|2021-11-01|3066613|2024-07-16 08:36:26.726877
4BI0o8MQXotNlNIzQl5fGC|47mIJdHORyRerp4os813jD|Echoes of Light|album|35|9|2021-08-06|2069412|2024-07-16 08:36:26.726877
4WvKA2Da1YSVLyrW6aTNaK|47mIJdHORyRerp4os813jD|Sessions: Vi|album|41|36|2021-07-02|5870626|2024-07-16 08:36:26.726877
3cYnSSnBe1akJwxv64PHOg|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 9 (Original Game Soundtrack)|album|41|20|2019-10-15|3325308|2024-07-16 08:36:26.726877
4KU0DROuCgQhGABoWvuH6E|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 8 (Original Game Soundtrack)|album|40|39|2019-10-14|5347644|2024-07-16 08:36:26.726877
3pwCQhmup3Hc6XOSWTnH8a|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 7 (Original Game Soundtrack)|album|40|48|2019-10-13|7705036|2024-07-16 08:36:26.726877
3cVdgLiHKt2n02pVix6lZY|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 6 (Original Game Soundtrack)|album|40|27|2019-10-12|5349581|2024-07-16 08:36:26.726877
0AaYIwH5G6w82B8iKOWCCb|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 5 (Original Game Soundtrack)|album|41|25|2019-10-11|4188725|2024-07-16 08:36:26.726877
5yJhZ0IbtdXn8PatnYG8qf|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 4 (Original Game Soundtrack)|album|29|22|2019-10-10|4723030|2024-07-16 08:36:26.726877
0945ufesN7ThZ5xSscYBTs|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 3 (Original Game Soundtrack)|album|30|23|2019-10-09|2920863|2024-07-16 08:36:26.726877
5tbKnlrYfWLOS2oDNVRG1I|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 2 (Original Game Soundtrack)|album|37|30|2019-10-08|4195343|2024-07-16 08:36:26.726877
6GXIGoirm6W8EnwYytVj1j|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 1 (Original Game Soundtrack)|album|20|9|2019-10-07|1712024|2024-07-16 08:36:26.726877
25iitzpEYGoW3AxyWL6Zb8|47mIJdHORyRerp4os813jD|Warsongs|album|52|11|2016-01-14|2818278|2024-07-16 08:36:26.726877
4pg51OJaG6MGlpRFxWWLpr|47mIJdHORyRerp4os813jD|The Music of League of Legends Vol. 1|album|55|15|2015-01-28|3091627|2024-07-16 08:36:26.726877
5TG8nNzWlr4lsL6XBURDs0|5he5w2lnU9x7JFhnwcekXX|Don’t Get Too Close|album|55|12|2023-02-18|2018886|2024-07-16 08:36:26.726877
7tWP3OG5dWphctKg4NMACt|5he5w2lnU9x7JFhnwcekXX|Quest For Fire|album|67|15|2023-02-17|2709088|2024-07-16 08:36:26.726877
6bfkwBrGYKJFk6Z4QVyjxd|5he5w2lnU9x7JFhnwcekXX|Skrillex and Diplo present Jack Ü|album|68|10|2015-02-24|2125955|2024-07-16 08:36:26.726877
7rf1qZJ6hGSlPN7K9ShsVV|5he5w2lnU9x7JFhnwcekXX|Recess|album|57|11|2014-03-14|2796204|2024-07-16 08:36:26.726877
6HbNEBza64W10MQxUFq6QL|5he5w2lnU9x7JFhnwcekXX|Scary Monsters and Nice Sprites (Deluxe Tour Edition)|album|52|11|2010-12-21|3242687|2024-07-16 08:36:26.726877
5AFf68gtvNgGLZarsyEEL8|4tZwfgrHOc3mvqYlEYSvVi|Random Access Memories (Drumless Edition)|album|47|13|2023-11-17|4480236|2024-07-16 08:36:26.726877
4mAhdh996uW5SnnFKXUmC0|4tZwfgrHOc3mvqYlEYSvVi|Random Access Memories (10th Anniversary Edition)|album|57|22|2023-05-12|6613285|2024-07-16 08:36:26.726877
4m2880jivSbbyEGAKfITCa|4tZwfgrHOc3mvqYlEYSvVi|Random Access Memories|album|74|13|2013-05-20|4477288|2024-07-16 08:36:26.726877
3QbWxiYTlTCLjHYgrgMCfU|4tZwfgrHOc3mvqYlEYSvVi|"Daft Punk | Random Access Memories | The Collaborators"|album|20|8|2013-05-14|3717557|2024-07-16 08:36:26.726877
382ObEPsp2rxGrnsizN5TX|4tZwfgrHOc3mvqYlEYSvVi|TRON: Legacy Reconfigured|album|47|15|2011-01-01|4670847|2024-07-16 08:36:26.726877
3AMXFnwHWXCvNr5NCCpLZI|4tZwfgrHOc3mvqYlEYSvVi|TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack)|album|63|31|2010-12-03|4989998|2024-07-16 08:36:26.726877
4US3nmuLIKELhVZdBPiKxx|4tZwfgrHOc3mvqYlEYSvVi|TRON: Legacy|album|57|22|2010-12-03|3525673|2024-07-16 08:36:26.726877
7u6zL7kqpgLPISZYXNTgYk|4tZwfgrHOc3mvqYlEYSvVi|Alive 2007|album|58|13|2007-11-19|5040475|2024-07-16 08:36:26.726877
11cpAynoDMZFD0B2xtw6OQ|4tZwfgrHOc3mvqYlEYSvVi|Human After All (Remixes)|album|31|15|2006-03-29|5079702|2024-07-16 08:36:26.726877
2T7DdrOvsqOqU9bGTkjBYu|4tZwfgrHOc3mvqYlEYSvVi|Human After All|album|54|10|2005-03-14|2738745|2024-07-16 08:36:26.726877
1O5WUh9KsgHT2QaUCJeVPG|4tZwfgrHOc3mvqYlEYSvVi|Daft Club|album|43|14|2003-12-01|4405101|2024-07-16 08:36:26.726877
3Z7mPCcnwAzU7GtsRYf0HA|4tZwfgrHOc3mvqYlEYSvVi|Alive 1997|album|23|1|2001-10-01|2731066|2024-07-16 08:36:26.726877
2noRn2Aes5aoNVsU6iWThc|4tZwfgrHOc3mvqYlEYSvVi|Discovery|album|75|14|2001-03-12|3667725|2024-07-16 08:36:26.726877
6JRaPcrT3cMBEmkgSqEPhI|4tZwfgrHOc3mvqYlEYSvVi|Homework (25th Anniversary Edition)|album|38|31|1997-01-20|10925190|2024-07-16 08:36:26.726877
5uRdvUR7xCnHmUW8n64n9y|4tZwfgrHOc3mvqYlEYSvVi|Homework|album|66|16|1997-01-17|4443848|2024-07-16 08:36:26.726877
68uIz7DtgDoPUFTKxdzL9t|6olE6TJLqED3rqDCT0FyPh|In Utero (30th Anniversary Super Deluxe)|album|53|72|2023-10-27|11206422|2024-07-16 08:36:26.726877
5eA0qtE7Yu29XiMlwoby2G|6olE6TJLqED3rqDCT0FyPh|Nevermind (30th Anniversary Super Deluxe)|album|50|75|2021-11-12|10685855|2024-07-16 08:36:26.726877
4Sdfp3NL90GZoYYwLmhk0H|6olE6TJLqED3rqDCT0FyPh|Live And Loud|album|46|17|2019-07-26|4227503|2024-07-16 08:36:26.726877
5A7qhg1w3J1GVoPPTChYCF|6olE6TJLqED3rqDCT0FyPh|Live At The Paramount|album|48|19|2019-04-12|3996486|2024-07-16 08:36:26.726877
01Z1nufhjxJVXVDuMRmNEM|6olE6TJLqED3rqDCT0FyPh|Live at Reading|album|52|24|2009-01-01|4680526|2024-07-16 08:36:26.726877
26paS1Rzj1L0d3Zr1WBTIj|6olE6TJLqED3rqDCT0FyPh|From The Muddy Banks Of The Wishkah (Live)|album|42|17|1996-10-01|3241646|2024-07-16 08:36:26.726877
1tsNAUQqofHrnlezRK8D5R|6olE6TJLqED3rqDCT0FyPh|MTV Unplugged In New York (25th Anniversary)|album|46|19|1994-11-01|4594095|2024-07-16 08:36:26.726877
1To7kv722A8SpZF789MZy7|6olE6TJLqED3rqDCT0FyPh|MTV Unplugged In New York|album|73|14|1994-11-01|3235994|2024-07-16 08:36:26.726877
14VVqBoDw1SxoNLW3Cj3mN|6olE6TJLqED3rqDCT0FyPh|In Utero (Super Deluxe Edition)|album|48|60|1993-09-21|10548076|2024-07-16 08:36:26.726877
6ohX7moZZnF1FwYrli1OJ6|6olE6TJLqED3rqDCT0FyPh|In Utero (Deluxe Edition)|album|74|43|1993-09-21|9151359|2024-07-16 08:36:26.726877
7wOOA7l306K8HfBKfPoafr|6olE6TJLqED3rqDCT0FyPh|In Utero|album|73|12|1993-09-21|2487769|2024-07-16 08:36:26.726877
6ICrBzsbHVluGHP8wGK4Y3|6olE6TJLqED3rqDCT0FyPh|Incesticide|album|65|15|1992-12-14|2681262|2024-07-16 08:36:26.726877
3FFGbUutKWN1c4f0CJR4Uh|6olE6TJLqED3rqDCT0FyPh|Nevermind (Super Deluxe Edition)|album|50|70|1991-09-26|10970890|2024-07-16 08:36:26.726877
2UJcKiJxNryhL050F5Z1Fk|6olE6TJLqED3rqDCT0FyPh|Nevermind (Remastered)|album|80|13|1991-09-26|2955423|2024-07-16 08:36:26.726877
1ySR0W1hHxPDKCBWdvzRvc|6olE6TJLqED3rqDCT0FyPh|Nevermind (Deluxe Edition)|album|51|40|1991-09-26|8829306|2024-07-16 08:36:26.726877
0CqchZDaOxckvjnKKfJh1w|6olE6TJLqED3rqDCT0FyPh|Bleach (Deluxe Edition)|album|47|25|1989-06-15|4597437|2024-07-16 08:36:26.726877
1KVGLuPtrMrLlyy4Je6df7|6olE6TJLqED3rqDCT0FyPh|Bleach|album|74|13|1989-06-01|2565651|2024-07-16 08:36:26.726877
6xfQCdGCzdmeYIG8KggLBe|1LFGVkNRmXz8jIkyPjaGNL|Kings And Queens|album|24|12|2019-05-09|2133307|2024-07-16 08:36:26.726877
6a15PoOmOueHCdogzhHRbh|1moxjboGR7GNWYIMWsRjgG|Dance Fever (Complete Edition)|album|50|18|2023-04-21|3703281|2024-07-16 08:36:26.726877
6iV7fblw3HOWXUcQZmLkO8|1moxjboGR7GNWYIMWsRjgG|Dance Fever (Live At Madison Square Garden)|album|43|24|2022-10-14|6250470|2024-07-16 08:36:26.726877
0uGwPmqo2DtXd0VqJOG9DD|1moxjboGR7GNWYIMWsRjgG|Dance Fever (Deluxe)|album|41|19|2022-05-18|4008745|2024-07-16 08:36:26.726877
4ohh1zQ4yybSK9FS7LLyDE|1moxjboGR7GNWYIMWsRjgG|Dance Fever|album|65|14|2022-05-13|2834473|2024-07-16 08:36:26.726877
0pKZJj9GzcKPCS8r4IaksA|1moxjboGR7GNWYIMWsRjgG|High As Hope|album|59|10|2018-06-29|2402345|2024-07-16 08:36:26.726877
2jn2n5OkuHliOLKCqHnjXV|1moxjboGR7GNWYIMWsRjgG|How Big, How Blue, How Beautiful (Deluxe)|album|62|16|2015-06-01|4191920|2024-07-16 08:36:26.726877
11JHRCPKllt4DDiaaBi3Kl|1moxjboGR7GNWYIMWsRjgG|MTV Presents Unplugged: Florence + The Machine|album|46|11|2012-01-01|2867236|2024-07-16 08:36:26.726877
19J2iqK89BCrNG4El2FRi5|1moxjboGR7GNWYIMWsRjgG|Ceremonials (Original Deluxe Version)|album|67|24|2011-01-01|6305049|2024-07-16 08:36:26.726877
3JODIzr9NLL7CMojdUR70g|1moxjboGR7GNWYIMWsRjgG|Ceremonials|album|63|15|2011|4108032|2024-07-16 08:36:26.726877
1iA9sq6Ldnw1HP1YXpa8jh|1moxjboGR7GNWYIMWsRjgG|Between Two Lungs|album|52|25|2010-01-01|5729169|2024-07-16 08:36:26.726877
58nHLzYWPr0YhsECvy7Ihw|1moxjboGR7GNWYIMWsRjgG|Lungs (10th Anniversary Edition)|album|43|24|2009-07-03|4753632|2024-07-16 08:36:26.726877
3nr57SI49M8brif4qnXgD6|1moxjboGR7GNWYIMWsRjgG|Lungs (International Version)|album|40|14|2009-01-01|2988821|2024-07-16 08:36:26.726877
1rLLyY5p6HXNl2lKzINWp5|1moxjboGR7GNWYIMWsRjgG|Lungs (Deluxe Version)|album|76|20|2009|4079573|2024-07-16 08:36:26.726877
3bSNhnaQQXpC639OQ4pMyP|0iEtIxbK0KxaSlF7G42ZOp|WE STILL DON'T TRUST YOU|album|81|25|2024-04-12|5325992|2024-07-16 08:36:26.726877
4iqbFIdGOTzXeDtt9owjQn|0iEtIxbK0KxaSlF7G42ZOp|WE DON'T TRUST YOU|album|90|17|2024-03-22|3587607|2024-07-16 08:36:26.726877
4ocB97o3gdrIYyIwYSSwVy|0iEtIxbK0KxaSlF7G42ZOp|METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE [SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE (METROVERSE INSTRUMENTAL EDITION)]|album|58|23|2023-08-04|5059751|2024-07-16 08:36:26.726877
0rqRGFgE4o8kf6VM18jakx|0iEtIxbK0KxaSlF7G42ZOp|METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)|album|61|18|2023-06-05|3576260|2024-07-16 08:36:26.726877
1bwbZJ6khPJyVpOaqgKsoZ|0iEtIxbK0KxaSlF7G42ZOp|METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)|album|78|13|2023-06-02|2830995|2024-07-16 08:36:26.726877
3IBGIboTPEQqWOYW04lwtg|0iEtIxbK0KxaSlF7G42ZOp|HEROES & VILLAINS (Villains Version)|album|46|30|2023-02-17|6708990|2024-07-16 08:36:26.726877
4o9NExZng35wpV7pLKvuW0|0iEtIxbK0KxaSlF7G42ZOp|HEROES & VILLAINS (Heroes Version)|album|57|30|2022-12-05|5769992|2024-07-16 08:36:26.726877
7txGsnDSqVMoRl6RQ9XyZP|0iEtIxbK0KxaSlF7G42ZOp|HEROES & VILLAINS|album|88|15|2022-12-02|2884996|2024-07-16 08:36:26.726877
263anqt2ayA25jSEXfs0i1|0iEtIxbK0KxaSlF7G42ZOp|SAVAGE MODE II [CHOPPED NOT SLOPPED]|album|45|29|2020-10-19|6345088|2024-07-16 08:36:26.726877
6wTyGUWGCilBFZ837k5aRi|0iEtIxbK0KxaSlF7G42ZOp|SAVAGE MODE II|album|82|15|2020-10-02|2640651|2024-07-16 08:36:26.726877
3IO8IPjwXuzPJnoaqkwYrj|0iEtIxbK0KxaSlF7G42ZOp|NOT ALL HEROES WEAR CAPES (Deluxe)|album|79|26|2018-11-06|5250459|2024-07-16 08:36:26.726877
0llyIxX3nDC3hobbGibVZl|0iEtIxbK0KxaSlF7G42ZOp|Double Or Nothing (& Metro Boomin)|album|53|10|2017-12-08|2494104|2024-07-16 08:36:26.726877
0MV1yCXcNNQBfwApqAVkH0|0iEtIxbK0KxaSlF7G42ZOp|Without Warning|album|79|10|2017-10-30|2009424|2024-07-16 08:36:26.726877
6VFETcEfjilkAng073KLt9|0iEtIxbK0KxaSlF7G42ZOp|Perfect Timing|album|60|15|2017-07-21|3326792|2024-07-16 08:36:26.726877
4I3EcXD4e3KcEoDJfFEZ5b|0iEtIxbK0KxaSlF7G42ZOp|Savage Mode|album|68|9|2016-07-15|1946903|2024-07-16 08:36:26.726877
01hoD9mwYe3mH33y2g1Gkw|0iEtIxbK0KxaSlF7G42ZOp|19 & Boomin|album|32|17|2014-06-27|3638905|2024-07-16 08:36:26.726877
0rre7z2j7c3zbxasPRhshi|13JJKrUewC1CJYmIDXQNoH|Lámina Once|album|58|8|2022-07-08|1976543|2024-07-16 08:36:26.726877
6CLlWqMKd95lyqfHKBzSM4|13JJKrUewC1CJYmIDXQNoH|Jueves|album|56|9|2019-08-16|2025756|2024-07-16 08:36:26.726877
6Jp05umHWHkUhR6V6TnonS|13JJKrUewC1CJYmIDXQNoH|Apocalipsis Zombi|album|59|10|2017-05-12|2153595|2024-07-16 08:36:26.726877
1ffZ5xExmmOr15QQzYrXyf|13JJKrUewC1CJYmIDXQNoH|Habla Tu Espejo|album|60|10|2014-10-06|2388716|2024-07-16 08:36:26.726877
4X6PQwYWxtGGtKjAfX6wa6|13JJKrUewC1CJYmIDXQNoH|Porfiado|album|70|12|2012-04-27|2966263|2024-07-16 08:36:26.726877
4Ay02WMMtEKaySj1mtPTga|13JJKrUewC1CJYmIDXQNoH|Bipolar|album|62|12|2009-11-17|2758249|2024-07-16 08:36:26.726877
6evTdl2CjuBbkiCaXOKUKW|13JJKrUewC1CJYmIDXQNoH|Raro|album|65|12|2006-04-12|2702874|2024-07-16 08:36:26.726877
4fNaCXMkt7UWlUf7W8ncFz|13JJKrUewC1CJYmIDXQNoH|Cortamambo|album|52|14|2000|2957025|2024-07-16 08:36:26.726877
6DvYfvfz8VSJ8mJoH6O4at|13JJKrUewC1CJYmIDXQNoH|Revista ¡Ésta!|album|36|12|1998-07-17|2373375|2024-07-16 08:36:26.726877
0tpQcBoLRhhbEtCXCBHcaI|13JJKrUewC1CJYmIDXQNoH|El Tren Bala|album|37|18|1996-09-07|3158995|2024-07-16 08:36:26.726877
5I6NoY1Bon3fgdreGQJjPZ|13JJKrUewC1CJYmIDXQNoH|Barranca Abajo|album|40|16|1995-06-01|3151696|2024-07-16 08:36:26.726877
29OvepmbxMRRmrZCwREeHx|13JJKrUewC1CJYmIDXQNoH|Otra navidad en las trincheras|album|43|18|1994-01-01|3342995|2024-07-16 08:36:26.726877
2ifnB89PpCOFh12OZVVeHO|13JJKrUewC1CJYmIDXQNoH|Canciones del Corazón|album|39|10|1991-01-01|2373356|2024-07-16 08:36:26.726877
2nYkOzI6plzhX7StDOlMOA|13JJKrUewC1CJYmIDXQNoH|Emilio García|album|31|12|1988-01-01|2313942|2024-07-16 08:36:26.726877
30k1g1RNzspPOJ7gSnQawf|13JJKrUewC1CJYmIDXQNoH|Soy una Arveja|album|34|14|1987-01-01|2210661|2024-07-16 08:36:26.726877
1yf1JecN6PiQqab6umYHPj|13JJKrUewC1CJYmIDXQNoH|Alberto Wolf y el Cuarteto de Nos|album|30|12|1985-10-01|2290764|2024-07-16 08:36:26.726877
5vegvIWwKcdSc8gYfirlgx|4sTQVOfp9vEMCemLw50sbu|Rx|album|60|14|2024-05-17|2452957|2024-07-16 08:36:26.726877
3N6fadaHlhGxflLKYSDSoU|4sTQVOfp9vEMCemLw50sbu|Church|album|51|14|2020-02-07|2735503|2024-07-16 08:36:26.726877
7DNmxxEuJe19wNVrinaXx4|4sTQVOfp9vEMCemLw50sbu|The Aviary|album|64|12|2017-09-15|2425663|2024-07-16 08:36:26.726877
4QcXq4vTVN7dFb7bZa9jG2|4sTQVOfp9vEMCemLw50sbu|Pharmacy|album|69|13|2015-06-05|2970170|2024-07-16 08:36:26.726877
3kjHLu1pL7tdY88GFwEkl6|7dGJo4pcD2V6oG8kP0tJRR|The Death of Slim Shady (Coup De Grâce)|album|90|19|2024-07-12|3877111|2024-07-16 08:36:26.726877
5EUgcfO5OWxnniHR3QYFcK|7dGJo4pcD2V6oG8kP0tJRR|The Marshall Mathers LP2 (Expanded Edition)|album|61|27|2023-11-03|7910537|2024-07-16 08:36:26.726877
3aTuW4BtsyyyyQa9LKqj8n|7dGJo4pcD2V6oG8kP0tJRR|Curtain Call 2|album|64|35|2022-08-05|9667898|2024-07-16 08:36:26.726877
6EzbFdrwvWpnpUjzrR57aU|7dGJo4pcD2V6oG8kP0tJRR|The Eminem Show (Expanded Edition)|album|61|38|2022-05-26|9244867|2024-07-16 08:36:26.726877
3MKvhQoFSrR2PrxXXBHe9B|7dGJo4pcD2V6oG8kP0tJRR|Music To Be Murdered By - Side B (Deluxe Edition)|album|69|36|2020-12-18|7028673|2024-07-16 08:36:26.726877
4otkd9As6YaxxEkIjXPiZ6|7dGJo4pcD2V6oG8kP0tJRR|Music To Be Murdered By|album|77|20|2020-01-17|3873620|2024-07-16 08:36:26.726877
3HNnxK7NgLXbDoxRZxNWiR|7dGJo4pcD2V6oG8kP0tJRR|Kamikaze|album|73|13|2018-08-31|2755089|2024-07-16 08:36:26.726877
0U6ldwLBEMkwgfQRY4V6D2|7dGJo4pcD2V6oG8kP0tJRR|Revival|album|68|19|2017-12-15|4665540|2024-07-16 08:36:26.726877
6DN7GcZF1HywzrkGN6Eeqk|7dGJo4pcD2V6oG8kP0tJRR|The Marshall Mathers LP2 (Deluxe)|album|72|21|2013-11-05|6149679|2024-07-16 08:36:26.726877
