id_album|id_artist|name_album|type_album|total_tracks_album|release_date_album|duration_ms_total_album|populariy_album|extract_datetime
7JSBmL115qaZvl0wvlz0Ww|3FRWDHyo1pZx7AFN6DAavS|Dance Machine|single|1|2016-05-07|304673|7|2024-07-16 08:36:08.959088
7mKBnGGZCRybUTZ5P9TIAn|3FRWDHyo1pZx7AFN6DAavS|Our Way|single|1|2015-08-21|216572|5|2024-07-16 08:36:08.959088
07ibYrQalw96ZRAmqyatsY|3FRWDHyo1pZx7AFN6DAavS|Nice Shot!|single|1|2016-05-24|234490|3|2024-07-16 08:36:08.959088
3Sr5Wo94nBXnsCKqiWhe5d|3FRWDHyo1pZx7AFN6DAavS|Sonder|single|1|2015-12-20|222735|2|2024-07-16 08:36:08.959088
7grtCFCNufBOiKZJuGDC6k|2vpCOy0TgMvwkqciNZhKPB|Amor y Resistencia|album|11|2018-04-26|2161428|22|2024-07-16 08:36:08.959088
0RgJiRKctFFArVS8oGh1L7|2vpCOy0TgMvwkqciNZhKPB|Vitamina Inka|album|12|2016-04-03|2486134|19|2024-07-16 08:36:08.959088
69fMeM1F2eMqMkvjrWJyXU|2vpCOy0TgMvwkqciNZhKPB|Súbele a la Radio|album|10|2011-04-04|2574037|18|2024-07-16 08:36:08.959088
2H6i2CrWgXE1HookLu8Au0|1vCWHaC5f2uS3yhpwWbIA6|True|album|10|2013-01-01|2820476|81|2024-07-16 08:36:08.959088
0h2knr6qpiAq0tV5ri5JMF|1vCWHaC5f2uS3yhpwWbIA6|The Days / Nights|album|4|2014-01-01|892099|77|2024-07-16 08:36:08.959088
7dqftJ3kas6D0VAdmt3k3V|1vCWHaC5f2uS3yhpwWbIA6|Stories|album|14|2015-10-02|3280288|73|2024-07-16 08:36:08.959088
1OEGfToF7QbjUgyxMAnGXg|1vCWHaC5f2uS3yhpwWbIA6|Levels|single|4|2011-10-28|1076464|72|2024-07-16 08:36:08.959088
1m3mf7xkXIwssVriaaTjOS|1vCWHaC5f2uS3yhpwWbIA6|AVĪCI (01)|single|6|2017-08-10|1073498|72|2024-07-16 08:36:08.959088
0sOrbRnJcNod63r49kmGVb|1vCWHaC5f2uS3yhpwWbIA6|I Could Be The One [Avicii vs Nicky Romero]|single|5|2012-12-26|1896712|61|2024-07-16 08:36:08.959088
6Ad1E9vl75ZB3Ir87zwXIJ|1vCWHaC5f2uS3yhpwWbIA6|TIM|album|12|2019-06-06|2338652|68|2024-07-16 08:36:08.959088
4rG0MhkU6UojACJxkMHIXB|0TnOYISbd1XYRBk9myaseg|Planet Pit (Deluxe Version)|album|16|2011-06-17|3403316|82|2024-07-16 08:36:08.959088
2F7tejLHzTqFq2XLol9ZGy|0TnOYISbd1XYRBk9myaseg|Global Warming: Meltdown (Deluxe Version)|album|17|2012|3469731|79|2024-07-16 08:36:08.959088
4EUf4YyNjuXypWY6W5wEDm|0TnOYISbd1XYRBk9myaseg|Globalization|album|11|2014-11-21|2332092|80|2024-07-16 08:36:08.959088
4RaAjieYFIZRF8uh6GY43r|0TnOYISbd1XYRBk9myaseg|Pitbull Starring In Rebelution|album|14|2009-08-27|2857183|68|2024-07-16 08:36:08.959088
