id_album|id_artist|name_album|type_album|popularity_album|total_tracks_album|release_date_album|duration_ms_total_album|duration_seconds_total_album|duration_minutes_total_album|transform_datetime
1aoWxOWHJNG1VPpJZwpYl2|3AA28KZvwAUcZuOKwyblJQ|Cracker Island (Deluxe)|album|59|15|2023-02-27|3201194|3201.194|53.353233333333336|2024-07-16 08:36:53.146831
4wtZQMNTC1O79kDxMBsEan|3AA28KZvwAUcZuOKwyblJQ|Cracker Island|album|67|10|2023-02-24|2249194|2249.194|37.48656666666667|2024-07-16 08:36:53.146831
5I9K0u8r52jp4Y2bF8mOaz|3AA28KZvwAUcZuOKwyblJQ|Song Machine, Season One: Strange Timez (Deluxe)|album|61|17|2020-10-23|3907772|3907.772|65.12953333333333|2024-07-16 08:36:53.146831
1amYhlukNF8WdaQC3gKkgL|3AA28KZvwAUcZuOKwyblJQ|The Now Now|album|64|11|2018-06-29|2447850|2447.85|40.7975|2024-07-16 08:36:53.146831
0NvirtaDCaZU5PAW1O5FDE|3AA28KZvwAUcZuOKwyblJQ|Humanz (Deluxe)|album|70|26|2017-04-28|4151469|4151.469|69.19115|2024-07-16 08:36:53.146831
0J3u0IeHzuymSz7v934vrd|3AA28KZvwAUcZuOKwyblJQ|Demon Days Live at the Manchester Opera House|album|38|17|2011-11-25|3980527|3980.527|66.34211666666667|2024-07-16 08:36:53.146831
2dIGnmEIy1WZIcZCFSj6i8|3AA28KZvwAUcZuOKwyblJQ|Plastic Beach|album|76|16|2010-03-03|3413486|3413.486|56.89143333333333|2024-07-16 08:36:53.146831
5jJGGsAztgUEXUHHZ2zrah|3AA28KZvwAUcZuOKwyblJQ|The Fall|album|50|15|2010-01-01|2606686|2606.686|43.444766666666666|2024-07-16 08:36:53.146831
2w4tLG1JH25BysuILfkI0x|3AA28KZvwAUcZuOKwyblJQ|D-Sides [Special Edition]|album|42|23|2007-11-19|7434463|7434.463|123.90771666666667|2024-07-16 08:36:53.146831
0pdYY0CHFRVFLBZEPEKTMZ|3AA28KZvwAUcZuOKwyblJQ|D-Sides|album|48|22|2007-11-19|7037517|7037.517|117.29195|2024-07-16 08:36:53.146831
0bUTHlWbkSQysoM3VsWldT|3AA28KZvwAUcZuOKwyblJQ|Demon Days|album|80|15|2005-05-23|3102755|3102.755|51.712583333333335|2024-07-16 08:36:53.146831
0yPLNfI8WPJWFoJugr0KAv|3AA28KZvwAUcZuOKwyblJQ|Laika Come Home|album|38|12|2002-07-01|4574422|4574.422|76.24036666666667|2024-07-16 08:36:53.146831
4tUxQkrduOE8sfgwJ5BI2F|3AA28KZvwAUcZuOKwyblJQ|Gorillaz|album|70|17|2001-03-26|3880901|3880.901|64.68168333333334|2024-07-16 08:36:53.146831
46FF9KeHjvIt8xjm2JwJ8I|5dCpFeKxLbycrnsjWZjha8|Fairuz|album|19|10|2022-10-20|2320129|2320.129|38.668816666666665|2024-07-16 08:36:53.146831
0J0S6tESTUX4ePm82lsqJc|5dCpFeKxLbycrnsjWZjha8|Rookie (Remastered)|album|16|8|2014-11-30|1633213|1633.213|27.220216666666666|2024-07-16 08:36:53.146831
0VV4tdDpvO7iPwV8zhei9h|5dCpFeKxLbycrnsjWZjha8|Feeding The Lions (Remastered)|album|9|8|2013-04-12|1607213|1607.213|26.786883333333332|2024-07-16 08:36:53.146831
2LOInpXsmaJuaND5bRRE4J|5dCpFeKxLbycrnsjWZjha8|Curses From Past Times (Remastered)|album|30|11|2011-11-20|2750568|2750.568|45.8428|2024-07-16 08:36:53.146831
35dut3ICqF3NEDkjxfzJJ1|1Xyo4u8uXC1ZmMpatF05PJ|Starboy (Deluxe)|album|72|21|2023-03-14|4815615|4815.615|80.26025|2024-07-16 08:36:53.146831
1OARrXe5sB0gyy3MhQ8h92|1Xyo4u8uXC1ZmMpatF05PJ|Live At SoFi Stadium|album|62|31|2023-03-03|5723056|5723.056|95.38426666666666|2024-07-16 08:36:53.146831
12INlMsFtBjyehNnawBv36|1Xyo4u8uXC1ZmMpatF05PJ|Dawn FM (Alternate World)|album|59|24|2022-01-07|4851784|4851.784|80.86306666666667|2024-07-16 08:36:53.146831
2nLOHgzXzwFEpl62zAgCEC|1Xyo4u8uXC1ZmMpatF05PJ|Dawn FM|album|80|16|2022-01-06|3109136|3109.136|51.818933333333334|2024-07-16 08:36:53.146831
742eAldb4AJKLoPgJhGRE7|1Xyo4u8uXC1ZmMpatF05PJ|After Hours (Deluxe)|album|61|18|2020-03-20|4123314|4123.314|68.7219|2024-07-16 08:36:53.146831
4yP0hdKOZPNshxUOjY0cZj|1Xyo4u8uXC1ZmMpatF05PJ|After Hours|album|87|14|2020-03-20|3377568|3377.568|56.2928|2024-07-16 08:36:53.146831
4qZBW3f2Q8y0k1A84d4iAO|1Xyo4u8uXC1ZmMpatF05PJ|My Dear Melancholy,|album|81|7|2018-03-30|1536183|1536.183|25.60305|2024-07-16 08:36:53.146831
2ODvWsOgouMbaA5xf0RkJe|1Xyo4u8uXC1ZmMpatF05PJ|Starboy|album|87|18|2016-11-25|4116074|4116.074|68.60123333333334|2024-07-16 08:36:53.146831
0P3oVJBFOv3TDXlYRhGL7s|1Xyo4u8uXC1ZmMpatF05PJ|Beauty Behind The Madness|album|84|14|2015-08-28|3912796|3912.796|65.21326666666667|2024-07-16 08:36:53.146831
6wRev1uYL0JsMsWqktJuVi|1Xyo4u8uXC1ZmMpatF05PJ|Kiss Land (Deluxe)|album|55|12|2013-09-10|3898463|3898.463|64.97438333333334|2024-07-16 08:36:53.146831
3hhDpPtCFuQbppwYgsVhMO|1Xyo4u8uXC1ZmMpatF05PJ|Kiss Land|album|60|10|2013-09-10|3339917|3339.917|55.665283333333335|2024-07-16 08:36:53.146831
2XGEyGU76kj55OdHWynX0S|1Xyo4u8uXC1ZmMpatF05PJ|Trilogy|album|65|30|2012-11-13|9594945|9594.945|159.91575|2024-07-16 08:36:53.146831
04hy4jb1GDD00otiwzsFUB|1Xyo4u8uXC1ZmMpatF05PJ|Echoes Of Silence (Original)|album|58|9|2011-12-21|2747876|2747.876|45.79793333333333|2024-07-16 08:36:53.146831
6F87lH0I09qlrzvCCKc7lz|1Xyo4u8uXC1ZmMpatF05PJ|Thursday (Original)|album|59|9|2011-08-18|3019416|3019.416|50.3236|2024-07-16 08:36:53.146831
7zCODUHkfuRxsUjtuzNqbd|1Xyo4u8uXC1ZmMpatF05PJ|House Of Balloons (Original)|album|77|9|2011-03-21|2963231|2963.231|49.38718333333333|2024-07-16 08:36:53.146831
2cemTfQCrehWyWsvcttzWi|47mIJdHORyRerp4os813jD|Inkborn Fables (Original Soundtrack from Teamfight Tactics Set 11)|album|39|13|2024-05-14|1385051|1385.051|23.084183333333332|2024-07-16 08:36:53.146831
0MH5waArFmz3ipOISR7ViT|47mIJdHORyRerp4os813jD|REMIX RUMBLE (Original Soundtrack from Teamfight Tactics Set 10)|album|45|29|2023-12-10|5286684|5286.684|88.1114|2024-07-16 08:36:53.146831
3GsCkaTW7YYmcy0RtR1OJq|47mIJdHORyRerp4os813jD|Runeterra Reforged (Original Soundtrack)|album|23|9|2023-06-13|1802262|1802.262|30.0377|2024-07-16 08:36:53.146831
0lt1kbCzhh0KgKLQrZauSz|47mIJdHORyRerp4os813jD|CONVERGENCE: A League of Legends Story (Original Soundtrack)|album|27|47|2023-05-31|7865401|7865.401|131.09001666666666|2024-07-16 08:36:53.146831
0ys87uqKvKCY8QfR0apcyY|47mIJdHORyRerp4os813jD|The Mageseeker: A League of Legends Story (Official Soundtrack)|album|28|56|2023-04-18|10282538|10282.538|171.37563333333333|2024-07-16 08:36:53.146831
5a3R3wxx4SURufgfrgxwdV|47mIJdHORyRerp4os813jD|Sessions: Star Guardian Taliyah|album|42|29|2022-07-11|5677265|5677.265|94.62108333333333|2024-07-16 08:36:53.146831
524MIbuattv09j7FW5NVu2|47mIJdHORyRerp4os813jD|Sessions: Diana|album|44|43|2021-12-10|6939991|6939.991|115.66651666666667|2024-07-16 08:36:53.146831
0jV32pIk8l3vTaU3thTaW2|47mIJdHORyRerp4os813jD|Arcane League of Legends (Soundtrack from the Animated Series)|album|36|11|2021-11-20|2220504|2220.504|37.0084|2024-07-16 08:36:53.146831
74xyQczqTw73smMtY0FHVE|47mIJdHORyRerp4os813jD|Arcane League of Legends (Original Score from Act 3 of the Animated Series)|album|40|33|2021-11-15|3496044|3496.044|58.2674|2024-07-16 08:36:53.146831
2JM5jDuSkkjpjJn4Dxymew|47mIJdHORyRerp4os813jD|Arcane League of Legends (Original Score from Act 2 of the Animated Series)|album|42|28|2021-11-08|2807216|2807.216|46.78693333333333|2024-07-16 08:36:53.146831
36O80DdzP2pUvkPuKqmJ6H|47mIJdHORyRerp4os813jD|Arcane League of Legends (Original Score from Act 1 of the Animated Series)|album|43|29|2021-11-01|3066613|3066.613|51.110216666666666|2024-07-16 08:36:53.146831
4BI0o8MQXotNlNIzQl5fGC|47mIJdHORyRerp4os813jD|Echoes of Light|album|35|9|2021-08-06|2069412|2069.412|34.4902|2024-07-16 08:36:53.146831
4WvKA2Da1YSVLyrW6aTNaK|47mIJdHORyRerp4os813jD|Sessions: Vi|album|41|36|2021-07-02|5870626|5870.626|97.84376666666667|2024-07-16 08:36:53.146831
3cYnSSnBe1akJwxv64PHOg|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 9 (Original Game Soundtrack)|album|41|20|2019-10-15|3325308|3325.308|55.4218|2024-07-16 08:36:53.146831
4KU0DROuCgQhGABoWvuH6E|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 8 (Original Game Soundtrack)|album|40|39|2019-10-14|5347644|5347.644|89.1274|2024-07-16 08:36:53.146831
3pwCQhmup3Hc6XOSWTnH8a|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 7 (Original Game Soundtrack)|album|40|48|2019-10-13|7705036|7705.036|128.41726666666668|2024-07-16 08:36:53.146831
3cVdgLiHKt2n02pVix6lZY|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 6 (Original Game Soundtrack)|album|40|27|2019-10-12|5349581|5349.581|89.15968333333333|2024-07-16 08:36:53.146831
0AaYIwH5G6w82B8iKOWCCb|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 5 (Original Game Soundtrack)|album|41|25|2019-10-11|4188725|4188.725|69.81208333333333|2024-07-16 08:36:53.146831
5yJhZ0IbtdXn8PatnYG8qf|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 4 (Original Game Soundtrack)|album|29|22|2019-10-10|4723030|4723.03|78.71716666666667|2024-07-16 08:36:53.146831
0945ufesN7ThZ5xSscYBTs|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 3 (Original Game Soundtrack)|album|30|23|2019-10-09|2920863|2920.863|48.68105|2024-07-16 08:36:53.146831
5tbKnlrYfWLOS2oDNVRG1I|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 2 (Original Game Soundtrack)|album|37|30|2019-10-08|4195343|4195.343|69.92238333333333|2024-07-16 08:36:53.146831
6GXIGoirm6W8EnwYytVj1j|47mIJdHORyRerp4os813jD|The Music of League of Legends: Season 1 (Original Game Soundtrack)|album|20|9|2019-10-07|1712024|1712.024|28.533733333333334|2024-07-16 08:36:53.146831
25iitzpEYGoW3AxyWL6Zb8|47mIJdHORyRerp4os813jD|Warsongs|album|52|11|2016-01-14|2818278|2818.278|46.9713|2024-07-16 08:36:53.146831
4pg51OJaG6MGlpRFxWWLpr|47mIJdHORyRerp4os813jD|The Music of League of Legends Vol. 1|album|55|15|2015-01-28|3091627|3091.627|51.527116666666664|2024-07-16 08:36:53.146831
5TG8nNzWlr4lsL6XBURDs0|5he5w2lnU9x7JFhnwcekXX|Don’t Get Too Close|album|55|12|2023-02-18|2018886|2018.886|33.6481|2024-07-16 08:36:53.146831
7tWP3OG5dWphctKg4NMACt|5he5w2lnU9x7JFhnwcekXX|Quest For Fire|album|67|15|2023-02-17|2709088|2709.088|45.151466666666664|2024-07-16 08:36:53.146831
6bfkwBrGYKJFk6Z4QVyjxd|5he5w2lnU9x7JFhnwcekXX|Skrillex and Diplo present Jack Ü|album|68|10|2015-02-24|2125955|2125.955|35.43258333333333|2024-07-16 08:36:53.146831
7rf1qZJ6hGSlPN7K9ShsVV|5he5w2lnU9x7JFhnwcekXX|Recess|album|57|11|2014-03-14|2796204|2796.204|46.6034|2024-07-16 08:36:53.146831
6HbNEBza64W10MQxUFq6QL|5he5w2lnU9x7JFhnwcekXX|Scary Monsters and Nice Sprites (Deluxe Tour Edition)|album|52|11|2010-12-21|3242687|3242.687|54.044783333333335|2024-07-16 08:36:53.146831
5AFf68gtvNgGLZarsyEEL8|4tZwfgrHOc3mvqYlEYSvVi|Random Access Memories (Drumless Edition)|album|47|13|2023-11-17|4480236|4480.236|74.6706|2024-07-16 08:36:53.146831
4mAhdh996uW5SnnFKXUmC0|4tZwfgrHOc3mvqYlEYSvVi|Random Access Memories (10th Anniversary Edition)|album|57|22|2023-05-12|6613285|6613.285|110.22141666666667|2024-07-16 08:36:53.146831
4m2880jivSbbyEGAKfITCa|4tZwfgrHOc3mvqYlEYSvVi|Random Access Memories|album|74|13|2013-05-20|4477288|4477.288|74.62146666666666|2024-07-16 08:36:53.146831
3QbWxiYTlTCLjHYgrgMCfU|4tZwfgrHOc3mvqYlEYSvVi|"Daft Punk | Random Access Memories | The Collaborators"|album|20|8|2013-05-14|3717557|3717.557|61.95928333333333|2024-07-16 08:36:53.146831
382ObEPsp2rxGrnsizN5TX|4tZwfgrHOc3mvqYlEYSvVi|TRON: Legacy Reconfigured|album|47|15|2011-01-01|4670847|4670.847|77.84745|2024-07-16 08:36:53.146831
3AMXFnwHWXCvNr5NCCpLZI|4tZwfgrHOc3mvqYlEYSvVi|TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack)|album|63|31|2010-12-03|4989998|4989.998|83.16663333333334|2024-07-16 08:36:53.146831
4US3nmuLIKELhVZdBPiKxx|4tZwfgrHOc3mvqYlEYSvVi|TRON: Legacy|album|57|22|2010-12-03|3525673|3525.673|58.76121666666667|2024-07-16 08:36:53.146831
7u6zL7kqpgLPISZYXNTgYk|4tZwfgrHOc3mvqYlEYSvVi|Alive 2007|album|58|13|2007-11-19|5040475|5040.475|84.00791666666667|2024-07-16 08:36:53.146831
11cpAynoDMZFD0B2xtw6OQ|4tZwfgrHOc3mvqYlEYSvVi|Human After All (Remixes)|album|31|15|2006-03-29|5079702|5079.702|84.6617|2024-07-16 08:36:53.146831
2T7DdrOvsqOqU9bGTkjBYu|4tZwfgrHOc3mvqYlEYSvVi|Human After All|album|54|10|2005-03-14|2738745|2738.745|45.64575|2024-07-16 08:36:53.146831
1O5WUh9KsgHT2QaUCJeVPG|4tZwfgrHOc3mvqYlEYSvVi|Daft Club|album|43|14|2003-12-01|4405101|4405.101|73.41835|2024-07-16 08:36:53.146831
3Z7mPCcnwAzU7GtsRYf0HA|4tZwfgrHOc3mvqYlEYSvVi|Alive 1997|album|23|1|2001-10-01|2731066|2731.066|45.51776666666667|2024-07-16 08:36:53.146831
2noRn2Aes5aoNVsU6iWThc|4tZwfgrHOc3mvqYlEYSvVi|Discovery|album|75|14|2001-03-12|3667725|3667.725|61.12875|2024-07-16 08:36:53.146831
6JRaPcrT3cMBEmkgSqEPhI|4tZwfgrHOc3mvqYlEYSvVi|Homework (25th Anniversary Edition)|album|38|31|1997-01-20|10925190|10925.19|182.0865|2024-07-16 08:36:53.146831
5uRdvUR7xCnHmUW8n64n9y|4tZwfgrHOc3mvqYlEYSvVi|Homework|album|66|16|1997-01-17|4443848|4443.848|74.06413333333333|2024-07-16 08:36:53.146831
68uIz7DtgDoPUFTKxdzL9t|6olE6TJLqED3rqDCT0FyPh|In Utero (30th Anniversary Super Deluxe)|album|53|72|2023-10-27|11206422|11206.422|186.7737|2024-07-16 08:36:53.146831
5eA0qtE7Yu29XiMlwoby2G|6olE6TJLqED3rqDCT0FyPh|Nevermind (30th Anniversary Super Deluxe)|album|50|75|2021-11-12|10685855|10685.855|178.09758333333335|2024-07-16 08:36:53.146831
4Sdfp3NL90GZoYYwLmhk0H|6olE6TJLqED3rqDCT0FyPh|Live And Loud|album|46|17|2019-07-26|4227503|4227.503|70.45838333333333|2024-07-16 08:36:53.146831
5A7qhg1w3J1GVoPPTChYCF|6olE6TJLqED3rqDCT0FyPh|Live At The Paramount|album|48|19|2019-04-12|3996486|3996.486|66.6081|2024-07-16 08:36:53.146831
01Z1nufhjxJVXVDuMRmNEM|6olE6TJLqED3rqDCT0FyPh|Live at Reading|album|52|24|2009-01-01|4680526|4680.526|78.00876666666667|2024-07-16 08:36:53.146831
26paS1Rzj1L0d3Zr1WBTIj|6olE6TJLqED3rqDCT0FyPh|From The Muddy Banks Of The Wishkah (Live)|album|42|17|1996-10-01|3241646|3241.646|54.027433333333335|2024-07-16 08:36:53.146831
1tsNAUQqofHrnlezRK8D5R|6olE6TJLqED3rqDCT0FyPh|MTV Unplugged In New York (25th Anniversary)|album|46|19|1994-11-01|4594095|4594.095|76.56825|2024-07-16 08:36:53.146831
1To7kv722A8SpZF789MZy7|6olE6TJLqED3rqDCT0FyPh|MTV Unplugged In New York|album|73|14|1994-11-01|3235994|3235.994|53.933233333333334|2024-07-16 08:36:53.146831
14VVqBoDw1SxoNLW3Cj3mN|6olE6TJLqED3rqDCT0FyPh|In Utero (Super Deluxe Edition)|album|48|60|1993-09-21|10548076|10548.076|175.80126666666666|2024-07-16 08:36:53.146831
6ohX7moZZnF1FwYrli1OJ6|6olE6TJLqED3rqDCT0FyPh|In Utero (Deluxe Edition)|album|74|43|1993-09-21|9151359|9151.359|152.52265|2024-07-16 08:36:53.146831
7wOOA7l306K8HfBKfPoafr|6olE6TJLqED3rqDCT0FyPh|In Utero|album|73|12|1993-09-21|2487769|2487.769|41.46281666666667|2024-07-16 08:36:53.146831
6ICrBzsbHVluGHP8wGK4Y3|6olE6TJLqED3rqDCT0FyPh|Incesticide|album|65|15|1992-12-14|2681262|2681.262|44.6877|2024-07-16 08:36:53.146831
3FFGbUutKWN1c4f0CJR4Uh|6olE6TJLqED3rqDCT0FyPh|Nevermind (Super Deluxe Edition)|album|50|70|1991-09-26|10970890|10970.89|182.84816666666666|2024-07-16 08:36:53.146831
2UJcKiJxNryhL050F5Z1Fk|6olE6TJLqED3rqDCT0FyPh|Nevermind (Remastered)|album|80|13|1991-09-26|2955423|2955.423|49.25705|2024-07-16 08:36:53.146831
1ySR0W1hHxPDKCBWdvzRvc|6olE6TJLqED3rqDCT0FyPh|Nevermind (Deluxe Edition)|album|51|40|1991-09-26|8829306|8829.306|147.1551|2024-07-16 08:36:53.146831
0CqchZDaOxckvjnKKfJh1w|6olE6TJLqED3rqDCT0FyPh|Bleach (Deluxe Edition)|album|47|25|1989-06-15|4597437|4597.437|76.62395|2024-07-16 08:36:53.146831
1KVGLuPtrMrLlyy4Je6df7|6olE6TJLqED3rqDCT0FyPh|Bleach|album|74|13|1989-06-01|2565651|2565.651|42.76085|2024-07-16 08:36:53.146831
6xfQCdGCzdmeYIG8KggLBe|1LFGVkNRmXz8jIkyPjaGNL|Kings And Queens|album|24|12|2019-05-09|2133307|2133.307|35.55511666666666|2024-07-16 08:36:53.146831
6a15PoOmOueHCdogzhHRbh|1moxjboGR7GNWYIMWsRjgG|Dance Fever (Complete Edition)|album|50|18|2023-04-21|3703281|3703.281|61.72135|2024-07-16 08:36:53.146831
6iV7fblw3HOWXUcQZmLkO8|1moxjboGR7GNWYIMWsRjgG|Dance Fever (Live At Madison Square Garden)|album|43|24|2022-10-14|6250470|6250.47|104.1745|2024-07-16 08:36:53.146831
0uGwPmqo2DtXd0VqJOG9DD|1moxjboGR7GNWYIMWsRjgG|Dance Fever (Deluxe)|album|41|19|2022-05-18|4008745|4008.745|66.81241666666666|2024-07-16 08:36:53.146831
4ohh1zQ4yybSK9FS7LLyDE|1moxjboGR7GNWYIMWsRjgG|Dance Fever|album|65|14|2022-05-13|2834473|2834.473|47.241216666666666|2024-07-16 08:36:53.146831
0pKZJj9GzcKPCS8r4IaksA|1moxjboGR7GNWYIMWsRjgG|High As Hope|album|59|10|2018-06-29|2402345|2402.345|40.03908333333333|2024-07-16 08:36:53.146831
2jn2n5OkuHliOLKCqHnjXV|1moxjboGR7GNWYIMWsRjgG|How Big, How Blue, How Beautiful (Deluxe)|album|62|16|2015-06-01|4191920|4191.92|69.86533333333334|2024-07-16 08:36:53.146831
11JHRCPKllt4DDiaaBi3Kl|1moxjboGR7GNWYIMWsRjgG|MTV Presents Unplugged: Florence + The Machine|album|46|11|2012-01-01|2867236|2867.236|47.78726666666667|2024-07-16 08:36:53.146831
19J2iqK89BCrNG4El2FRi5|1moxjboGR7GNWYIMWsRjgG|Ceremonials (Original Deluxe Version)|album|67|24|2011-01-01|6305049|6305.049|105.08415|2024-07-16 08:36:53.146831
3JODIzr9NLL7CMojdUR70g|1moxjboGR7GNWYIMWsRjgG|Ceremonials|album|63|15|2011-01-01|4108032|4108.032|68.4672|2024-07-16 08:36:53.146831
1iA9sq6Ldnw1HP1YXpa8jh|1moxjboGR7GNWYIMWsRjgG|Between Two Lungs|album|52|25|2010-01-01|5729169|5729.169|95.48615|2024-07-16 08:36:53.146831
58nHLzYWPr0YhsECvy7Ihw|1moxjboGR7GNWYIMWsRjgG|Lungs (10th Anniversary Edition)|album|43|24|2009-07-03|4753632|4753.632|79.2272|2024-07-16 08:36:53.146831
3nr57SI49M8brif4qnXgD6|1moxjboGR7GNWYIMWsRjgG|Lungs (International Version)|album|40|14|2009-01-01|2988821|2988.821|49.81368333333333|2024-07-16 08:36:53.146831
1rLLyY5p6HXNl2lKzINWp5|1moxjboGR7GNWYIMWsRjgG|Lungs (Deluxe Version)|album|76|20|2009-01-01|4079573|4079.573|67.99288333333334|2024-07-16 08:36:53.146831
3bSNhnaQQXpC639OQ4pMyP|0iEtIxbK0KxaSlF7G42ZOp|WE STILL DON'T TRUST YOU|album|81|25|2024-04-12|5325992|5325.992|88.76653333333333|2024-07-16 08:36:53.146831
4iqbFIdGOTzXeDtt9owjQn|0iEtIxbK0KxaSlF7G42ZOp|WE DON'T TRUST YOU|album|90|17|2024-03-22|3587607|3587.607|59.79345|2024-07-16 08:36:53.146831
4ocB97o3gdrIYyIwYSSwVy|0iEtIxbK0KxaSlF7G42ZOp|METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE [SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE (METROVERSE INSTRUMENTAL EDITION)]|album|58|23|2023-08-04|5059751|5059.751|84.32918333333333|2024-07-16 08:36:53.146831
0rqRGFgE4o8kf6VM18jakx|0iEtIxbK0KxaSlF7G42ZOp|METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)|album|61|18|2023-06-05|3576260|3576.26|59.60433333333334|2024-07-16 08:36:53.146831
1bwbZJ6khPJyVpOaqgKsoZ|0iEtIxbK0KxaSlF7G42ZOp|METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)|album|78|13|2023-06-02|2830995|2830.995|47.18325|2024-07-16 08:36:53.146831
3IBGIboTPEQqWOYW04lwtg|0iEtIxbK0KxaSlF7G42ZOp|HEROES & VILLAINS (Villains Version)|album|46|30|2023-02-17|6708990|6708.99|111.8165|2024-07-16 08:36:53.146831
4o9NExZng35wpV7pLKvuW0|0iEtIxbK0KxaSlF7G42ZOp|HEROES & VILLAINS (Heroes Version)|album|57|30|2022-12-05|5769992|5769.992|96.16653333333333|2024-07-16 08:36:53.146831
7txGsnDSqVMoRl6RQ9XyZP|0iEtIxbK0KxaSlF7G42ZOp|HEROES & VILLAINS|album|88|15|2022-12-02|2884996|2884.996|48.08326666666667|2024-07-16 08:36:53.146831
263anqt2ayA25jSEXfs0i1|0iEtIxbK0KxaSlF7G42ZOp|SAVAGE MODE II [CHOPPED NOT SLOPPED]|album|45|29|2020-10-19|6345088|6345.088|105.75146666666667|2024-07-16 08:36:53.146831
6wTyGUWGCilBFZ837k5aRi|0iEtIxbK0KxaSlF7G42ZOp|SAVAGE MODE II|album|82|15|2020-10-02|2640651|2640.651|44.01085|2024-07-16 08:36:53.146831
3IO8IPjwXuzPJnoaqkwYrj|0iEtIxbK0KxaSlF7G42ZOp|NOT ALL HEROES WEAR CAPES (Deluxe)|album|79|26|2018-11-06|5250459|5250.459|87.50765|2024-07-16 08:36:53.146831
0llyIxX3nDC3hobbGibVZl|0iEtIxbK0KxaSlF7G42ZOp|Double Or Nothing (& Metro Boomin)|album|53|10|2017-12-08|2494104|2494.104|41.5684|2024-07-16 08:36:53.146831
0MV1yCXcNNQBfwApqAVkH0|0iEtIxbK0KxaSlF7G42ZOp|Without Warning|album|79|10|2017-10-30|2009424|2009.424|33.4904|2024-07-16 08:36:53.146831
6VFETcEfjilkAng073KLt9|0iEtIxbK0KxaSlF7G42ZOp|Perfect Timing|album|60|15|2017-07-21|3326792|3326.792|55.446533333333335|2024-07-16 08:36:53.146831
4I3EcXD4e3KcEoDJfFEZ5b|0iEtIxbK0KxaSlF7G42ZOp|Savage Mode|album|68|9|2016-07-15|1946903|1946.903|32.44838333333333|2024-07-16 08:36:53.146831
01hoD9mwYe3mH33y2g1Gkw|0iEtIxbK0KxaSlF7G42ZOp|19 & Boomin|album|32|17|2014-06-27|3638905|3638.905|60.64841666666667|2024-07-16 08:36:53.146831
0rre7z2j7c3zbxasPRhshi|13JJKrUewC1CJYmIDXQNoH|Lámina Once|album|58|8|2022-07-08|1976543|1976.543|32.94238333333333|2024-07-16 08:36:53.146831
6CLlWqMKd95lyqfHKBzSM4|13JJKrUewC1CJYmIDXQNoH|Jueves|album|56|9|2019-08-16|2025756|2025.756|33.7626|2024-07-16 08:36:53.146831
6Jp05umHWHkUhR6V6TnonS|13JJKrUewC1CJYmIDXQNoH|Apocalipsis Zombi|album|59|10|2017-05-12|2153595|2153.595|35.89325|2024-07-16 08:36:53.146831
1ffZ5xExmmOr15QQzYrXyf|13JJKrUewC1CJYmIDXQNoH|Habla Tu Espejo|album|60|10|2014-10-06|2388716|2388.716|39.811933333333336|2024-07-16 08:36:53.146831
4X6PQwYWxtGGtKjAfX6wa6|13JJKrUewC1CJYmIDXQNoH|Porfiado|album|70|12|2012-04-27|2966263|2966.263|49.43771666666667|2024-07-16 08:36:53.146831
4Ay02WMMtEKaySj1mtPTga|13JJKrUewC1CJYmIDXQNoH|Bipolar|album|62|12|2009-11-17|2758249|2758.249|45.970816666666664|2024-07-16 08:36:53.146831
6evTdl2CjuBbkiCaXOKUKW|13JJKrUewC1CJYmIDXQNoH|Raro|album|65|12|2006-04-12|2702874|2702.874|45.0479|2024-07-16 08:36:53.146831
4fNaCXMkt7UWlUf7W8ncFz|13JJKrUewC1CJYmIDXQNoH|Cortamambo|album|52|14|2000-01-01|2957025|2957.025|49.28375|2024-07-16 08:36:53.146831
6DvYfvfz8VSJ8mJoH6O4at|13JJKrUewC1CJYmIDXQNoH|Revista ¡Ésta!|album|36|12|1998-07-17|2373375|2373.375|39.55625|2024-07-16 08:36:53.146831
0tpQcBoLRhhbEtCXCBHcaI|13JJKrUewC1CJYmIDXQNoH|El Tren Bala|album|37|18|1996-09-07|3158995|3158.995|52.64991666666667|2024-07-16 08:36:53.146831
5I6NoY1Bon3fgdreGQJjPZ|13JJKrUewC1CJYmIDXQNoH|Barranca Abajo|album|40|16|1995-06-01|3151696|3151.696|52.52826666666667|2024-07-16 08:36:53.146831
