id_album|id_artist|name_album|type_album|total_tracks_album|release_date_album|duration_ms_total_album|populariy_album|duration_total_seconds_album|duration_total_minutes_album|transform_datetime
3ZrVSx5gGx5LZ1cVRZ4gCq|3FRWDHyo1pZx7AFN6DAavS|Truecolor Alchemist|single|1|2015-09-18|277529|11|277.529|4.625483333333333|2024-07-16 08:36:48.648229
4NSu11iL1R0Evb4pahFSrH|3FRWDHyo1pZx7AFN6DAavS|Vivant|single|1|2016-01-26|255014|8|255.014|4.250233333333333|2024-07-16 08:36:48.648229
0iHgFkfYe3VOxzg5euNQOT|3FRWDHyo1pZx7AFN6DAavS|Wubbles|single|1|2015-11-15|255197|8|255.197|4.253283333333333|2024-07-16 08:36:48.648229
7JSBmL115qaZvl0wvlz0Ww|3FRWDHyo1pZx7AFN6DAavS|Dance Machine|single|1|2016-05-07|304673|7|304.673|5.077883333333333|2024-07-16 08:36:48.648229
7mKBnGGZCRybUTZ5P9TIAn|3FRWDHyo1pZx7AFN6DAavS|Our Way|single|1|2015-08-21|216572|5|216.572|3.6095333333333333|2024-07-16 08:36:48.648229
07ibYrQalw96ZRAmqyatsY|3FRWDHyo1pZx7AFN6DAavS|Nice Shot!|single|1|2016-05-24|234490|3|234.49|3.908166666666667|2024-07-16 08:36:48.648229
3Sr5Wo94nBXnsCKqiWhe5d|3FRWDHyo1pZx7AFN6DAavS|Sonder|single|1|2015-12-20|222735|2|222.735|3.71225|2024-07-16 08:36:48.648229
7grtCFCNufBOiKZJuGDC6k|2vpCOy0TgMvwkqciNZhKPB|Amor y Resistencia|album|11|2018-04-26|2161428|22|2161.428|36.0238|2024-07-16 08:36:48.648229
0RgJiRKctFFArVS8oGh1L7|2vpCOy0TgMvwkqciNZhKPB|Vitamina Inka|album|12|2016-04-03|2486134|19|2486.134|41.435566666666666|2024-07-16 08:36:48.648229
69fMeM1F2eMqMkvjrWJyXU|2vpCOy0TgMvwkqciNZhKPB|Súbele a la Radio|album|10|2011-04-04|2574037|18|2574.037|42.900616666666664|2024-07-16 08:36:48.648229
2H6i2CrWgXE1HookLu8Au0|1vCWHaC5f2uS3yhpwWbIA6|True|album|10|2013-01-01|2820476|81|2820.476|47.007933333333334|2024-07-16 08:36:48.648229
0h2knr6qpiAq0tV5ri5JMF|1vCWHaC5f2uS3yhpwWbIA6|The Days / Nights|album|4|2014-01-01|892099|77|892.099|14.868316666666667|2024-07-16 08:36:48.648229
7dqftJ3kas6D0VAdmt3k3V|1vCWHaC5f2uS3yhpwWbIA6|Stories|album|14|2015-10-02|3280288|73|3280.288|54.67146666666667|2024-07-16 08:36:48.648229
1OEGfToF7QbjUgyxMAnGXg|1vCWHaC5f2uS3yhpwWbIA6|Levels|single|4|2011-10-28|1076464|72|1076.464|17.941066666666668|2024-07-16 08:36:48.648229
1m3mf7xkXIwssVriaaTjOS|1vCWHaC5f2uS3yhpwWbIA6|AVĪCI (01)|single|6|2017-08-10|1073498|72|1073.498|17.891633333333335|2024-07-16 08:36:48.648229
0sOrbRnJcNod63r49kmGVb|1vCWHaC5f2uS3yhpwWbIA6|I Could Be The One [Avicii vs Nicky Romero]|single|5|2012-12-26|1896712|61|1896.712|31.611866666666668|2024-07-16 08:36:48.648229
6Ad1E9vl75ZB3Ir87zwXIJ|1vCWHaC5f2uS3yhpwWbIA6|TIM|album|12|2019-06-06|2338652|68|2338.652|38.977533333333334|2024-07-16 08:36:48.648229
4rG0MhkU6UojACJxkMHIXB|0TnOYISbd1XYRBk9myaseg|Planet Pit (Deluxe Version)|album|16|2011-06-17|3403316|82|3403.316|56.72193333333333|2024-07-16 08:36:48.648229
2F7tejLHzTqFq2XLol9ZGy|0TnOYISbd1XYRBk9myaseg|Global Warming: Meltdown (Deluxe Version)|album|17|2012|3469731|79|3469.731|57.82885|2024-07-16 08:36:48.648229
4EUf4YyNjuXypWY6W5wEDm|0TnOYISbd1XYRBk9myaseg|Globalization|album|11|2014-11-21|2332092|80|2332.092|38.8682|2024-07-16 08:36:48.648229
4RaAjieYFIZRF8uh6GY43r|0TnOYISbd1XYRBk9myaseg|Pitbull Starring In Rebelution|album|14|2009-08-27|2857183|68|2857.183|47.61971666666667|2024-07-16 08:36:48.648229
